tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
20,250,100,12,20,2,100.0,13.228007,175.12253,3.6868584
10,250,100,8,20,4,1.0,1.8007791,11.179898,3.2041912
10,250,100,8,20,4,25.75,25.332388,20.916428,3.2749655
10,250,100,8,20,4,50.5,30.613966,32.92418,3.1766047
10,250,100,8,20,4,75.25,28.312548,53.26936,3.1898475
10,250,100,8,20,4,100.0,25.219591,80.62134,3.2359958
10,250,250,8,20,6,1.0,2.9034774,11.234444,5.191468
10,250,250,8,20,6,25.75,14.800835,58.27689,5.3312078
10,250,250,8,20,6,50.5,9.79178,159.66101,4.9270744
10,250,250,8,20,6,75.25,7.3304877,311.67114,4.8321786
10,250,250,8,20,6,100.0,6.1370134,492.98325,4.815144
15,200,100,16,20,6,1.0,3.4419541,8.634543,4.7300377
15,200,100,16,20,6,25.75,19.229456,39.09107,4.64609
15,200,100,16,20,6,50.5,12.572613,112.673035,4.4645147
15,200,100,16,20,6,75.25,9.410065,222.55553,4.4293942
15,200,100,16,20,6,100.0,7.7429256,360.12622,4.437923
20,250,350,12,15,2,1.0,9.917289,5.664989,8.941534
20,250,350,12,15,2,25.75,4.6438575,268.76483,7.714262
20,250,350,12,15,2,50.5,2.7585173,789.1727,6.860825
20,250,350,12,15,2,75.25,2.136427,1320.6108,5.9672794
20,250,350,12,15,2,100.0,1.8876499,1770.1902,5.3181596
15,250,150,16,15,2,1.0,5.2274218,7.1458473,5.9451303
15,250,150,16,15,2,25.75,9.920987,93.675735,5.744141
15,250,150,16,15,2,50.5,6.065399,284.1817,5.432306
15,250,150,16,15,2,75.25,4.5941954,543.875,5.2847204
15,250,150,16,15,2,100.0,3.90342,824.70715,5.123482
20,200,350,8,15,6,1.0,6.4350357,6.6746626,6.8359737
20,200,350,8,15,6,25.75,8.514092,123.09211,6.4775615
20,200,350,8,15,6,50.5,4.908061,388.61023,6.011085
20,200,350,8,15,6,75.25,3.663944,735.2476,5.6976514
20,200,350,8,15,6,100.0,3.0915837,1097.0898,5.3981285
15,250,250,12,20,6,1.0,6.0435114,7.1292973,6.857349
15,250,250,12,20,6,25.75,8.259412,122.19928,6.2382226
15,250,250,12,20,6,50.5,4.8479853,386.38354,5.903487
15,250,250,12,20,6,75.25,3.6310165,733.239,5.6310225
15,250,250,12,20,6,100.0,3.0676098,1091.2942,5.327971
