"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,3.59150169203717,7.06380566260381,4.0377083834332
25.75,26.8536759403677,23.97486333994,3.97926426927776
50.5,19.3775958180584,64.8228986180195,3.95874104168101
75.25,14.4990840251839,128.225090872338,3.932124042403
100,11.6000198292715,211.215387184289,3.89945952538655
