"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,6.01723833548144,0.00731272326716079,7.00319927372617
25.75,7.96472740177943,0.136806721653236,6.73474645733647
50.5,4.84310178603198,0.414805129070152,6.33135212440962
75.25,3.73208932342272,0.752352875256995,5.93864332025276
100,3.14352281230702,1.11695696237739,5.58821604001775
