"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,9.19306960035773,0.00477026541491689,6.97948251206286
25.75,8.25471850645067,0.131544573734306,6.71147696955343
50.5,4.77720028199801,0.420877167168261,6.33661860946841
75.25,3.56471935394196,0.785252328984645,5.92036121132717
100,2.96040791826115,1.17304160705043,5.52694452285812
