Freq [MHz],"Matrix1.Z(Winding,Winding) [mOhm]","Matrix1.L(Winding,Winding) [nH]",R_11_ohm,X_11_ohm,R_11_mOhm,X_11_mOhm,Q_1
1.0,26.0722931584009 + 23.2309120966494i,3.69731449271506,0.0260722931584009,0.023230912096649403,26.0722931584009,23.230912096649405,0.891019134968726
25.75,54.9415101732344 + 556.625834134387i,3.4403787555393,0.0549415101732344,0.556625834134387,54.9415101732344,556.625834134387,10.131243796890677
50.5,84.7825616930497 + 1070.96771626435i,3.37524368188732,0.08478256169304971,1.07096771626435,84.7825616930497,1070.96771626435,12.631933912798317
75.25,120.598753433492 + 1579.56984737812i,3.34081527135068,0.12059875343349201,1.57956984737812,120.598753433492,1579.56984737812,13.09772947403825
100.0,163.404817129088 + 2083.41953493127i,3.3158651751853,0.163404817129088,2.08341953493127,163.404817129088,2083.41953493127,12.750049671334914
