"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,11.0382518036675,0.00920071202245907,16.16374038195
25.75,1.60912816819235,0.937877883647243,9.32781298742923
50.5,1.3166935586157,1.51422487084751,6.2835321222536
75.25,1.32400331682374,1.8278299427828,5.11845026799426
100,1.38795674684459,2.05830369697619,4.54679651101307
