Freq [MHz],"Matrix1.Z(Winding,Winding) [mOhm]","Matrix1.L(Winding,Winding) [nH]",R_11_ohm,X_11_ohm,R_11_mOhm,X_11_mOhm,Q_1
1.0,11.1916038920636 + 23.0364523487399i,3.66636526260286,0.011191603892063601,0.0230364523487399,11.191603892063602,23.0364523487399,2.0583691641441972
25.75,49.3586840899755 + 497.165878940964i,3.07287018136238,0.0493586840899755,0.497165878940964,49.3586840899755,497.165878940964,10.072510807514334
50.5,84.7026319915614 + 949.59938107039i,2.99274129612588,0.0847026319915614,0.94959938107039,84.7026319915614,949.59938107039,11.210978440020552
75.25,126.952099500378 + 1393.90522863757i,2.94813165899412,0.126952099500378,1.39390522863757,126.952099500378,1393.90522863757,10.979772954707375
100.0,176.591555442465 + 1830.72434593018i,2.91368829093465,0.176591555442465,1.83072434593018,176.591555442465,1830.72434593018,10.366998248263606
