"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,8.42906198593731,0.00756510319061773,10.1487892854067
25.75,3.60478808062854,0.401594231744533,8.94767297540296
50.5,2.2065351287065,1.05326112863057,7.3244607486449
75.25,1.78806972472891,1.60973931647528,6.08770541466868
100,1.62162429498369,2.03213616313309,5.24473051763418
