"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,3.17905263971174,7.02228421859559,3.55300856023191
25.75,32.5739948424774,17.402152998542,3.50361925271062
50.5,27.2122315282041,40.7291119487349,3.49299409787041
75.25,21.323992916737,77.1883895599884,3.48124137860836
100,17.2935942189521,125.966991984491,3.4670663650053
