"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,2.83604974200389,8.78593544407749,3.96571941320377
25.75,24.5264854632889,25.5150952266511,3.86790155503751
50.5,20.5793664984887,59.3087072288027,3.84661935759643
75.25,16.2908373635715,111.054479306136,3.82642420921837
100,13.3090576705939,179.566190065184,3.80357519701919
