"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,8.25728380118009,0.00748479978067935,9.83643056229113
25.75,4.06006950858375,0.344929671192227,8.65579418716602
50.5,2.6525045024335,0.890183024797461,7.44156349294085
75.25,2.11880011949668,1.44418986424143,6.47184204003799
100,1.85249255320979,1.93419826258974,5.70266147297061
