"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,3.57843262313791,10.688667924901,6.0874661704865
25.75,11.1639464654027,86.0208822026524,5.93559876417129
50.5,6.73561966332476,271.534403074452,5.76409555294987
75.25,4.92932361299407,531.731541046888,5.54361907611663
100,4.00158047181221,833.414696209333,5.30777911239035
