"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,7.25030531086976,0.00762780818625371,8.80189513747067
25.75,4.87726410835984,0.270875578793308,8.16561734457547
50.5,2.91288100339666,0.782194380973412,7.18069017390051
75.25,2.26380608324566,1.31366584358259,6.28981335090154
100,1.95618437385783,1.79050588241649,5.57449678347289
