tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
20,100,150,16,20,4,75.25,5.000191,551.4208,5.8315396
20,100,150,16,20,4,100.0,4.2234907,832.81305,5.5980773
20,100,350,8,15,6,1.0,3.414966,13.337912,7.2492704
20,100,350,8,15,6,25.75,7.50063,152.61551,7.075212
20,100,350,8,15,6,50.5,4.8340635,437.49185,6.665168
20,100,350,8,15,6,75.25,3.7809856,782.43414,6.2570033
20,100,350,8,15,6,100.0,3.245353,1137.7805,5.8767953
20,150,100,8,15,6,1.0,2.4000413,8.965665,3.4246912
20,150,100,8,15,6,25.75,25.621866,21.21891,3.36029
20,150,100,8,15,6,50.5,27.067799,39.269424,3.3499334
20,150,100,8,15,6,75.25,23.783485,66.04389,3.3221679
20,150,100,8,15,6,100.0,20.630905,100.638954,3.3044887
15,150,100,16,15,6,1.0,2.7170086,11.906186,5.1485367
15,150,100,16,15,6,25.75,15.105081,54.59815,5.0973444
15,150,100,16,15,6,50.5,10.406326,152.04204,4.986432
15,150,100,16,15,6,75.25,7.8942933,293.30804,4.8972325
15,150,100,16,15,6,100.0,6.5368457,462.64676,4.813245
15,150,350,16,15,6,1.0,5.505516,13.614969,11.929848
15,150,350,16,15,6,25.75,2.5719662,596.9397,9.489399
15,150,350,16,15,6,50.5,1.8019458,1283.5586,7.289306
15,150,350,16,15,6,75.25,1.5740207,1790.6304,5.9611483
15,150,350,16,15,6,100.0,1.5133463,2134.7173,5.141607
10,300,150,16,20,2,1.0,3.9959128,9.005272,5.7270765
10,300,150,16,20,2,25.75,11.909051,77.49098,5.703892
10,300,150,16,20,2,50.5,7.0520015,250.3123,5.563182
10,300,150,16,20,2,75.25,5.138071,492.73206,5.3545675
10,300,150,16,20,2,100.0,4.1972985,767.456,5.1267653
20,300,250,8,20,2,1.0,6.835187,4.5297265,4.92768
20,300,250,8,20,2,25.75,18.269957,44.396248,5.013335
20,300,250,8,20,2,50.5,10.685717,147.35147,4.962345
20,300,250,8,20,2,75.25,7.640729,299.97772,4.8477163
20,300,250,8,20,2,100.0,6.132388,482.84244,4.7125406
15,300,150,16,20,2,1.0,5.9519277,6.010513,5.693632
15,300,150,16,20,2,25.75,12.543928,73.97644,5.735484
15,300,150,16,20,2,50.5,7.214104,246.03087,5.59372
15,300,150,16,20,2,75.25,5.218703,486.41574,5.3688803
15,300,150,16,20,2,100.0,4.2403502,758.5427,5.1191955
15,350,100,12,20,2,1.0,4.4251933,4.8679557,3.4284592
15,350,100,12,20,2,25.75,42.87143,12.976273,3.4384363
15,350,100,12,20,2,50.5,29.872028,37.797546,3.5584185
15,350,100,12,20,2,75.25,21.175514,79.94437,3.5804317
15,350,100,12,20,2,100.0,16.515547,136.33893,3.58371
15,350,150,8,15,4,1.0,4.7478247,4.923044,3.7200487
15,350,150,8,15,4,25.75,35.662445,16.863869,3.717161
15,350,150,8,15,4,50.5,23.805317,50.60823,3.7968543
15,350,150,8,15,4,75.25,16.845327,106.475296,3.7935154
15,350,150,8,15,4,100.0,13.203802,179.78299,3.77805
20,350,150,8,15,2,1.0,6.1173654,3.8121574,3.711551
20,350,150,8,15,2,25.75,37.279346,16.419205,3.7832363
20,350,150,8,15,2,50.5,23.993534,51.31969,3.880672
20,350,150,8,15,2,75.25,16.913815,108.344406,3.8758006
20,350,150,8,15,2,100.0,13.262481,182.56915,3.8536487
10,400,350,16,15,4,1.0,9.131533,8.117336,11.797156
10,400,350,16,15,4,25.75,2.5432906,601.16644,9.450043
10,400,350,16,15,4,50.5,1.6881675,1323.2003,7.039952
10,400,350,16,15,4,75.25,1.4595977,1821.2858,5.6224403
10,400,350,16,15,4,100.0,1.409246,2131.0103,4.7796106
10,400,250,16,20,4,1.0,7.1465163,7.088261,8.062213
10,400,250,16,20,4,25.75,5.2581067,240.6258,7.8201427
10,400,250,16,20,4,50.5,3.0804517,715.51013,6.9463854
10,400,250,16,20,4,75.25,2.3397985,1224.6422,6.0603976
10,400,250,16,20,4,100.0,2.005432,1677.1992,5.3531895
15,400,150,8,15,4,1.0,5.249283,4.27052,3.5678024
15,400,150,8,15,4,25.75,40.134853,14.694227,3.645117
15,400,150,8,15,4,50.5,25.724777,46.348953,3.7576842
15,400,150,8,15,4,75.25,17.931398,99.28735,3.7654908
15,400,150,8,15,4,100.0,13.955828,168.97862,3.7532492
10,450,150,8,15,4,1.0,3.819416,5.5660815,3.3835044
10,450,150,8,15,4,25.75,40.99165,13.633854,3.4542768
10,450,150,8,15,4,50.5,27.353699,41.606514,3.586791
10,450,150,8,15,4,75.25,19.219812,88.965004,3.6164448
10,450,150,8,15,4,100.0,14.9907055,151.77266,3.6210592
15,450,350,8,15,2,1.0,8.72024,4.1655974,5.781304
15,450,350,8,15,2,25.75,10.1692,103.560776,6.5091615
15,450,350,8,15,2,50.5,5.8481827,338.39716,6.2370095
15,450,350,8,15,2,75.25,4.3108883,638.2312,5.819134
15,450,350,8,15,2,100.0,3.5443308,955.277,5.388697
20,450,350,8,15,6,1.0,11.866905,3.191533,6.027774
20,450,350,8,15,6,25.75,9.801478,108.56156,6.576739
20,450,350,8,15,6,50.5,5.535398,357.13397,6.2302957
20,450,350,8,15,6,75.25,4.0618753,673.4142,5.7852526
20,450,350,8,15,6,100.0,3.337726,1006.0114,5.344091
20,500,150,12,20,2,1.0,9.078719,2.6375153,3.811006
20,500,150,12,20,2,25.75,31.250843,23.354729,4.5110717
20,500,150,12,20,2,50.5,17.330997,84.87137,4.635681
20,500,150,12,20,2,75.25,12.138117,179.48772,4.607863
20,500,150,12,20,2,100.0,9.602023,295.7151,4.519145
15,500,100,8,20,2,1.0,4.6701784,3.3756375,2.5090508
15,500,100,8,20,2,25.75,85.47721,4.8630896,2.5692463
15,500,100,8,20,2,50.5,73.40275,11.619698,2.6880417
15,500,100,8,20,2,75.25,54.72587,23.578796,2.729152
15,500,100,8,20,2,100.0,42.77744,40.500282,2.7573562
20,500,250,8,15,6,1.0,10.491656,2.737028,4.570287
20,500,250,8,15,6,25.75,20.158184,42.218666,5.260161
20,500,250,8,15,6,50.5,10.994311,151.08186,5.234907
20,500,250,8,15,6,75.25,7.770481,309.4702,5.0860457
20,500,250,8,15,6,100.0,6.20141,495.19104,4.8874607
15,250,50,16,15,4,1.0,3.035157,7.0449266,3.4031239
15,250,50,16,15,4,25.75,35.95989,14.943631,3.3213716
15,250,50,16,15,4,50.5,29.409473,36.234573,3.3584514
15,250,50,16,15,4,75.25,22.121426,71.82505,3.3604891
15,250,50,16,15,4,100.0,17.646715,119.70038,3.3618586
15,200,50,16,15,2,1.0,2.537422,8.90295,3.5953965
15,200,50,16,15,2,25.75,28.320696,19.855135,3.4755204
15,200,50,16,15,2,50.5,25.280985,43.82834,3.492028
15,200,50,16,15,2,75.25,20.14785,81.64542,3.479156
15,200,50,16,15,2,100.0,16.619265,131.21358,3.4706485
10,250,50,16,20,4,1.0,1.8924806,10.399676,3.132358
10,250,50,16,20,4,25.75,31.913158,15.715317,3.0998154
10,250,50,16,20,4,50.5,34.193947,28.742449,3.0974312
10,250,50,16,20,4,75.25,29.668354,48.967587,3.0726674
10,250,50,16,20,4,100.0,25.282007,75.9721,3.0569313
20,200,200,16,20,2,1.0,6.695481,7.0993495,7.565201
20,200,200,16,20,2,25.75,6.9288325,167.37183,7.167794
20,200,200,16,20,2,50.5,4.2019086,504.81702,6.6851225
20,200,200,16,20,2,75.25,3.1990068,909.75793,6.1553755
20,200,200,16,20,2,100.0,2.6996925,1318.6803,5.6659646
10,200,200,12,15,6,1.0,3.0566368,13.415699,6.526453
10,200,200,12,15,6,25.75,9.397957,108.401,6.296654
10,200,200,12,15,6,50.5,5.888165,324.47592,6.021312
10,200,200,12,15,6,75.25,4.4526644,611.1153,5.755148
10,200,200,12,15,6,100.0,3.7322984,924.52045,5.491776
20,250,200,8,20,2,1.0,5.214415,5.3873982,4.4710016
20,250,200,8,20,2,25.75,23.236614,30.66606,4.4042706
20,250,200,8,20,2,50.5,15.006868,92.87901,4.39275
20,250,200,8,20,2,75.25,10.833955,189.25475,4.3365784
20,250,200,8,20,2,100.0,8.666494,310.1545,4.2780075
20,200,300,8,15,4,1.0,5.7588105,6.8792453,6.3051257
20,200,300,8,15,4,25.75,10.394077,94.503815,6.0712547
20,200,300,8,15,4,50.5,6.350122,292.0868,5.845513
