Rpre,Lpre,Qpre,Rdata,Ldata,Qdata,f
892.21094,7.3077836,2.5988998,885.49396,7.4126844,2.6562018,50.499992
1517.9271,6.3140535,1.9667269,1436.0635,6.450232,2.1236749,75.25001
2050.8096,5.598878,1.7153604,1923.2374,5.6861315,1.85765,100.0
11.330782,5.0380898,2.7937393,10.579084,5.1182055,3.0398316,1.0
53.703953,4.9678273,14.966392,52.28665,5.024342,15.546962,25.749998
143.26866,4.899088,10.850137,155.23796,4.9437685,10.104886,50.499992
289.0828,4.771754,7.804447,304.41196,4.838815,7.515602,75.25001
456.78497,4.6929812,6.455309,484.07324,4.7237654,6.131365,100.0
8.238903,3.17698,2.4228418,9.335403,2.5339742,1.7054894,1.0
30.070236,2.5626898,13.788469,26.06705,1.7540351,10.886881,25.749998
24.650335,1.6281701,20.957922,34.481934,1.7279714,15.900697,50.499992
34.158504,1.6330113,22.60356,43.428215,1.7144632,18.665627,75.25001
57.21777,1.8345232,20.145235,52.93545,1.7048756,20.23606,100.0
10.9909115,3.2119057,1.8361531,10.46497,3.1521163,1.8925357,1.0
19.188492,3.314394,27.946033,17.506344,3.0937138,28.591816,25.749998
31.857878,3.1777635,31.650167,30.01823,3.0855815,32.615437,50.499992
50.621372,3.1542182,29.460789,48.927837,3.0798597,29.76194,75.25001
74.71395,3.1272616,26.299198,74.22618,3.0742583,26.02335,100.0
6.88565,5.5212703,5.0381823,6.7457623,5.340428,4.974219,1.0
55.366653,5.147783,15.042805,54.741634,5.2045813,15.382437,25.749998
183.52419,5.1581836,8.918149,170.34438,5.113133,9.524245,50.499992
350.97064,5.067755,6.8270245,338.72406,4.995879,6.9735246,75.25001
580.25195,4.970016,5.381721,542.93933,4.865629,5.6307664,100.0
6.9227285,2.77887,2.5221496,6.991408,2.7673666,2.487035,1.0
10.464076,2.809226,43.435287,11.414788,2.7211223,38.5689,25.749998
18.833263,2.7998927,47.172302,18.202438,2.7156918,47.339333,50.499992
29.24117,2.81389,45.498684,28.154,2.712545,45.55365,75.25001
50.07324,2.9400108,36.89123,41.346596,2.7099078,41.180786,100.0
5.190252,5.755789,6.967811,5.462817,5.894428,6.779613,1.0
72.52604,5.7374845,12.799249,76.12857,5.7750745,12.2734585,25.749998
250.55138,5.57807,7.0641274,252.90823,5.616267,7.0462184,50.499992
540.4271,5.341821,4.673462,502.21988,5.4089613,5.092212,75.25001
779.02966,5.136978,4.1431794,792.6375,5.1855373,4.1105423,100.0
10.688647,5.1524796,3.028819,10.589001,5.000279,2.9670105,1.0
46.261837,4.812437,16.830582,47.493,4.904218,16.706953,25.749998
138.54759,4.841471,11.087909,139.0258,4.8445735,11.05685,50.499992
288.62402,4.798495,7.86066,276.98608,4.76435,8.132651,75.25001
462.6082,4.734791,6.4308352,450.21686,4.6698604,6.517216,100.0
8.920319,4.265422,3.0044265,8.867261,4.3674784,3.094719,1.0
31.789173,4.2659364,21.711613,32.02782,4.242905,21.433496,25.749998
81.196106,4.244145,16.585415,82.07143,4.2094326,16.27432,50.499992
157.47469,4.22692,12.691114,157.91405,4.171948,12.491213,75.25001
262.97455,4.1827426,9.993727,255.6332,4.1284966,10.147399,100.0
11.270608,4.1630945,2.320859,10.493939,4.1943746,2.5113575,1.0
31.691809,4.182002,21.349813,30.260954,4.132304,22.093613,25.749998
71.2123,4.132694,18.41406,77.80596,4.1062737,16.745815,50.499992
138.99106,4.1132936,13.992311,151.0292,4.072636,12.749732,75.25001
228.82677,3.937521,10.8117485,245.92154,4.031906,10.301339,100.0
12.993241,5.328288,2.5766187,13.212457,5.5160446,2.6231558,1.0
69.84725,5.449548,12.623162,66.73741,5.349294,12.968336,25.749998
193.4569,5.3042436,8.699825,189.80106,5.2356505,8.752725,50.499992
372.71887,5.025743,6.375371,362.84085,5.099654,6.6452436,75.25001
543.16614,4.780467,5.529903,566.72314,4.9577374,5.496579,100.0
5.2717795,4.7375956,5.6465163,5.358305,4.6921124,5.502004,1.0
35.864338,4.475472,20.189848,36.630573,4.6278586,20.44059,25.749998
114.246994,4.5392723,12.607029,115.49818,4.5750146,12.568649,50.499992
245.54024,4.5370007,8.736403,233.006,4.5032306,9.137838,75.25001
370.7752,4.4293056,7.5059395,378.47775,4.420792,7.339049,100.0
11.092488,9.514518,5.389366,11.1806555,9.277939,5.213918,1.0
317.7095,8.606326,4.382727,313.38016,8.462114,4.368823,25.749998
897.24744,7.3778567,2.6090915,863.0325,7.311054,2.6879687,50.499992
1428.2034,6.27741,2.0781503,1412.8446,6.336018,2.1203542,75.25001
1913.9379,5.537342,1.8178307,1894.3859,5.576119,1.849454,100.0
7.821984,9.129517,7.333491,7.6278086,8.801895,7.2503057,1.0
286.9081,8.28547,4.6723056,270.87564,8.165617,4.8772645,25.749998
781.3366,7.0838795,2.8767648,782.1943,7.1806903,2.912881,50.499992
1334.6693,6.350653,2.249734,1313.6658,6.2898135,2.263806,75.25001
1946.4062,5.6318083,1.8180023,1790.5059,5.574497,1.9561844,100.0
5.8984895,8.444915,8.995686,5.877328,8.699723,9.300481,1.0
236.08006,8.182737,5.6078496,264.665,8.086375,4.943271,25.749998
812.78076,6.898935,2.69327,769.4553,7.1191487,2.9357283,50.499992
1325.9237,6.0021954,2.1403167,1295.6244,6.2407203,2.2774134,75.25001
1943.37,5.358644,1.7325245,1768.4807,5.533546,1.965998,100.0
6.4274864,4.7381487,4.631775,7.5983834,3.1069186,2.5691447,1.0
69.799774,5.2831388,12.246017,41.901985,2.3526542,9.08407,25.749998
165.62598,4.6112337,8.834051,65.59527,2.2767127,11.013032,50.499992
332.73642,4.472001,6.3545985,89.26901,2.2390628,11.859105,75.25001
696.411,4.9912386,4.503216,114.14339,2.2138023,12.186194,100.0
11.584192,4.123651,2.236639,10.520712,4.228793,2.525522,1.0
32.57247,4.0985575,20.358097,30.70423,4.1597133,21.91908,25.749998
77.058426,4.095619,16.86439,79.07526,4.13297,16.584143,50.499992
146.98648,4.1005406,13.190166,153.51382,4.098554,12.623204,75.25001
237.57123,4.0971637,10.836011,249.9248,4.056945,10.199283,100.0
13.236752,4.9564962,2.3527367,13.135185,4.937487,2.3618355,1.0
54.441555,4.8146367,14.30836,50.01116,4.81227,15.568264,25.749998
143.47855,4.829683,10.68078,133.92152,4.7463937,11.245651,50.499992
280.43033,4.6930294,7.912519,257.02658,4.6668987,8.5849285,75.25001
405.62677,4.5028677,6.9749727,408.49268,4.578429,7.0422583,100.0
6.6675715,5.2975497,4.9921446,6.7861185,5.3950853,4.995244,1.0
61.81379,5.276483,13.810718,55.72977,5.2470546,15.233003,25.749998
193.5487,5.2145953,8.548732,173.23164,5.153417,9.439291,50.499992
354.64343,5.024867,6.6991415,344.18173,5.033715,6.914919,75.25001
604.45593,5.0348897,5.233655,551.29425,4.9009504,5.585688,100.0
5.3527074,6.6638784,7.82228,5.535388,6.820257,7.741634,1.0
120.33756,6.402217,8.607678,129.20493,6.5753045,8.233677,25.749998
401.87222,6.177046,4.877128,396.39072,6.1930056,4.9573464,50.499992
704.8317,5.7592726,3.863391,722.7312,5.8183074,3.8063273,75.25001
1006.60693,5.4022336,3.3720453,1076.7565,5.481832,3.1988084,100.0
7.350096,10.228195,8.743509,7.665508,10.609533,8.696314,1.0
413.0242,8.878547,3.4779491,421.06732,8.9947815,3.456179,25.749998
1111.2516,7.2276344,2.0637407,1036.2974,7.4651628,2.2857366,50.499992
1607.9053,6.218299,1.8285116,1605.7621,6.3077016,1.8572749,75.25001
2077.8938,5.3208694,1.6089375,2062.3843,5.4650965,1.6649768,100.0
7.1421947,4.0478244,3.5609822,7.066474,3.864857,3.4364536,1.0
21.452164,3.7900782,28.584723,21.041027,3.802793,29.24104,25.749998
52.78077,3.8448653,23.114088,53.444695,3.7880566,22.489674,50.499992
107.22108,3.7898886,16.712164,104.199066,3.7707796,17.11015,75.25001
177.29321,3.8068886,13.491429,171.94911,3.7496517,13.701589,100.0
6.8450065,7.2161293,6.623846,6.976032,7.1659503,6.4542418,1.0
140.99916,6.8627825,7.8748226,138.37091,6.8707104,8.03367,25.749998
458.8186,6.5801167,4.5505486,441.63666,6.489169,4.662247,50.499992
870.3776,6.110844,3.3195558,827.7131,6.048868,3.4552596,75.25001
1215.2349,5.630549,2.9111886,1235.9275,5.624674,2.859461,100.0
7.5313373,4.919701,4.1043696,7.1011477,5.0150914,4.437417,1.0
44.834034,4.808921,17.353888,46.871727,4.936512,17.039873,25.749998
139.36987,5.0020995,11.388187,146.199,4.860526,10.54897,50.499992
320.58603,4.8080983,7.0911264,290.55905,4.7603865,7.746298,75.25001
422.59482,4.6333437,6.8889084,464.86743,4.650151,6.28518,100.0
10.40258,3.8818076,2.3446221,10.483324,3.8563519,2.3113065,1.0
25.94904,3.778193,23.556984,24.66871,3.7946997,24.887886,25.749998
56.792316,3.8083093,21.277174,56.761753,3.778947,21.124495,50.499992
106.4058,3.8057623,16.910751,106.774506,3.7611904,16.654978,75.25001
172.72876,3.7496462,13.639727,173.3298,3.7397943,13.556712,100.0
9.4030485,9.924976,6.631942,9.681596,9.982799,6.4786606,1.0
357.07367,8.85555,4.0124974,353.47296,8.757874,4.008662,25.749998
978.4719,7.494418,2.430305,905.7593,7.5215697,2.6349175,50.499992
1566.9082,6.349172,1.9158443,1465.6439,6.538579,2.1093147,75.25001
1997.4432,5.6149893,1.76626,1960.4043,5.7605186,1.8462725,100.0
14.602446,11.548269,4.969023,14.487148,11.884043,5.1541986,1.0
574.1694,9.510038,2.6797805,570.90826,9.640683,2.7321124,25.749998
1294.2975,7.280625,1.7848667,1287.193,7.388836,1.8213924,50.499992
1862.1573,5.734362,1.4559797,1814.9363,5.9918323,1.5609343,75.25001
2151.8079,5.202454,1.5190948,2186.559,5.1388884,1.4766846,100.0
13.02551,4.0453773,1.9513899,13.083223,4.002697,1.9222853,1.0
33.00159,4.0449295,19.830475,30.956894,3.8990612,20.377916,25.749998
68.458855,3.8459587,17.825687,65.461075,3.874459,18.780157,50.499992
114.18241,3.7341492,15.462477,117.677925,3.8525052,15.478702,75.25001
195.12904,3.8739567,12.4742,186.42105,3.8284097,12.903376,100.0
10.854763,5.067874,2.933494,10.572924,5.3002634,3.149794,1.0
57.12961,5.1613927,14.617152,57.520706,5.2024775,14.633325,25.749998
162.50507,5.011833,9.785903,174.36584,5.1133323,9.304945,50.499992
340.94473,4.9769683,6.9018817,345.12308,4.99535,6.8435,75.25001
548.9342,4.903762,5.6129246,552.31256,4.863346,5.5326123,100.0
7.0094876,4.9830112,4.4666867,6.7238255,5.1154394,4.780203,1.0
49.71599,5.157326,16.783611,48.79658,4.9897566,16.54425,25.749998
144.07507,4.9490213,10.899378,148.8919,4.90864,10.460715,50.499992
303.59018,4.773841,7.434757,293.5414,4.806647,7.742108,75.25001
499.618,4.7917724,6.026123,467.92554,4.6956153,6.305152,100.0
14.411547,18.724428,8.163526,16.571953,20.08727,7.6160035,1.0
1022.8795,9.094901,1.4385682,1087.1168,9.366779,1.3940272,25.749998
1624.2001,6.0673695,1.1853106,1592.846,6.3346906,1.261894,50.499992
2065.6665,5.265057,1.2051172,1884.4177,5.2996554,1.3297095,75.25001
2135.1519,4.8271327,1.4204978,2128.3933,4.7812257,1.4114561,100.0
6.966329,5.0753574,4.577649,7.105673,5.2000403,4.598132,1.0
51.009785,5.0080433,15.884425,52.002228,5.1159625,15.917047,25.749998
162.46758,4.9923205,9.750052,164.98547,5.031699,9.67699,50.499992
334.3402,4.9179196,6.9547143,330.59793,4.918841,7.0347557,75.25001
553.12213,4.8549156,5.5149355,532.0448,4.7920003,5.6591134,100.0
4.542559,3.0039964,4.155073,4.263152,3.056201,4.504338,1.0
10.398013,2.97355,46.268116,10.117185,3.0117948,48.16402,25.749998
22.485806,3.139423,44.300915,21.781,3.00595,43.790012,50.499992
40.58799,3.0731869,35.79958,39.70283,3.001003,35.738083,75.25001
69.63349,3.1491654,28.415636,63.71007,2.9957526,29.544563,100.0
10.362049,7.0104847,4.250914,10.721395,7.0284104,4.1189423,1.0
135.56683,6.7344584,8.037227,139.88274,6.7879148,7.8510776,25.749998
437.77563,6.4042544,4.641821,436.1398,6.4034967,4.658678,50.499992
822.4219,5.9622517,3.427694,808.6216,5.9760313,3.4942486,75.25001
1253.7944,5.6540136,2.833417,1204.231,5.5726066,2.9075584,100.0
6.7833085,12.502903,11.581085,6.873495,12.1273775,11.085855,1.0
575.92944,9.816822,2.757774,609.628,9.509637,2.5238075,25.749998
1296.646,6.93733,1.6976265,1318.7501,7.1036363,1.7091869,50.499992
1847.2006,5.564456,1.4242791,1811.0391,5.706145,1.4897087,75.25001
1995.1262,4.885345,1.5385259,2146.7012,4.889962,1.4312444,100.0
6.9181027,12.712961,11.546209,7.763145,13.970992,11.307577,1.0
708.5351,9.401586,2.1468248,793.8524,9.5284395,1.9419556,25.749998
1468.3441,6.414418,1.3861194,1456.2047,6.604264,1.439041,50.499992
1952.8833,5.1208,1.23979,1835.7568,5.2837625,1.3608633,75.25001
2103.963,4.465499,1.3335577,2091.3708,4.6069527,1.3840842,100.0
7.3436203,2.907602,2.4877381,6.9985843,2.6850576,2.41059,1.0
15.069097,3.052541,32.77414,13.037214,2.630734,32.64745,25.749998
31.831697,2.9950683,29.855083,23.46792,2.6221428,35.452995,50.499992
57.12519,2.8207598,23.346674,38.830616,2.6153824,31.84544,75.25001
71.18663,2.883027,25.446627,58.83302,2.608695,27.860062,100.0
10.683742,4.6784678,2.7514405,10.532067,4.6189885,2.755581,1.0
38.048374,4.523978,19.237179,38.143417,4.540469,19.259203,25.749998
106.23946,4.489292,13.407979,105.84375,4.502596,13.49799,50.499992
218.5895,4.458634,9.644041,210.1308,4.452379,10.018182,75.25001
366.35718,4.5006933,7.718887,344.93802,4.391215,7.9987755,100.0
3.8638444,5.6406116,9.172474,3.5101564,5.3551083,9.585652,1.0
55.194473,5.1361623,15.055672,56.82902,5.232813,14.897798,25.749998
208.8405,5.103666,7.7542324,185.21956,5.1131363,8.759348,50.499992
365.94846,4.838875,6.251884,363.61624,4.967311,6.458987,75.25001
549.3666,4.843047,5.539066,571.73834,4.818017,5.2948155,100.0
8.793872,4.7771297,3.4132388,8.86178,4.7452836,3.3645043,1.0
41.81198,4.7742443,18.473999,39.4046,4.6182604,18.962194,25.749998
109.857895,4.564395,13.183269,109.07073,4.5736747,13.30541,50.499992
223.64127,4.4450893,9.397558,215.23701,4.5199704,9.928988,75.25001
387.4569,4.478048,7.261815,351.8819,4.456352,7.957241,100.0
7.215475,9.119326,7.9410467,7.3697205,9.504908,8.103574,1.0
317.18668,8.287957,4.227556,320.43304,8.458594,4.2708864,25.749998
800.59607,6.988739,2.7698524,838.95074,7.340489,2.776258,50.499992
1488.137,6.270809,1.9923575,1377.2917,6.4344387,2.208875,75.25001
1880.5033,5.594715,1.8693216,1865.203,5.7012672,1.9205484,100.0
13.243095,4.279994,2.0306427,13.091103,4.197529,2.014639,1.0
37.30016,4.0919385,17.749063,34.141823,4.0927644,19.394882,25.749998
78.844376,4.182449,16.831821,77.465416,4.062302,16.63932,50.499992
149.71896,4.012159,12.670326,142.95782,4.031123,13.332281,75.25001
238.00404,3.979088,10.504591,227.89378,3.9956627,11.016309,100.0
8.946823,7.0353866,4.94082,9.037372,7.054636,4.904699,1.0
140.24466,6.7976227,7.8420157,139.03746,6.7441025,7.8478274,25.749998
418.15887,6.3569207,4.8236604,413.36465,6.343466,4.869278,50.499992
817.8234,5.9718785,3.4525344,746.6145,5.956354,3.7719893,75.25001
1120.2279,5.701663,3.1979756,1107.028,5.6109657,3.1846287,100.0
8.900107,4.131023,2.9163673,8.85256,4.0578804,2.880118,1.0
28.004202,4.100638,23.691092,26.664236,3.9357605,23.881224,25.749998
61.284336,3.9523718,20.463484,62.055096,3.9126296,20.006105,50.499992
117.57181,3.9608667,15.928452,116.05853,3.8909779,15.851414,75.25001
206.6565,4.0323105,12.259842,187.42154,3.8666894,12.962828,100.0
28.464329,8.453633,1.8660461,26.156038,7.828553,1.8805698,1.0
234.52583,7.3287935,5.0559025,160.67212,7.5990086,7.651975,25.749998
706.7548,6.687927,3.0025759,450.79184,7.175893,5.0509267,50.499992
915.9983,6.6735463,3.4446774,802.1415,6.7669888,3.9886966,75.25001
989.24365,6.3761578,4.0498204,1181.8483,6.4037848,3.404513,100.0
11.496074,2.5546327,1.3962357,10.408297,2.4291496,1.4664066,1.0
15.913943,2.2871342,23.252558,13.869915,2.3876822,27.852224,25.749998
22.091331,2.4687893,35.459568,17.604591,2.3819196,42.931133,50.499992
26.020878,2.3616917,42.9129,22.46232,2.3791678,50.079136,75.25001
31.98156,2.4145863,47.43764,28.581913,2.3773413,52.261288,100.0
5.38682,6.7679257,7.8941054,5.5045323,6.7332077,7.6856656,1.0
126.98604,6.567402,8.367477,125.26428,6.5280156,8.431619,25.749998
409.2855,5.9950995,4.647734,403.16418,6.175823,4.8605356,50.499992
761.38416,5.762292,3.5783093,755.5678,5.7794566,3.6165955,75.25001
1117.8054,5.3788157,3.0234342,1132.5468,5.401766,2.9968112,100.0
10.966817,7.6242156,4.3681183,11.002159,8.73772,4.989994,1.0
267.3634,7.4345345,4.4989247,272.21255,8.134842,4.8350186,25.749998
632.58484,6.7011523,3.3612585,792.6783,7.150531,2.8622837,50.499992
1087.7878,6.160749,2.6777854,1331.1671,6.229689,2.212688,75.25001
1419.0562,5.6237416,2.4900374,1802.9285,5.4946256,1.9148705,100.0
8.554824,5.4327917,3.990174,8.907889,5.420618,3.8234363,1.0
59.25915,5.285519,14.43076,58.704193,5.2706623,14.526233,25.749998
184.49365,5.214191,8.96761,176.94205,5.1749263,9.279922,50.499992
381.6012,5.096234,6.3143144,348.65707,5.0540085,6.853679,75.25001
561.9553,4.957703,5.543177,556.54034,4.920341,5.5549264,100.0
8.878835,6.792517,4.806784,9.046818,6.8504677,4.757778,1.0
122.52988,6.750312,8.913307,122.64281,6.584432,8.68627,25.749998
385.9416,6.3042836,5.1830506,380.25665,6.2635975,5.226588,50.499992
769.90594,5.9083767,3.628415,710.0865,5.908831,3.9343836,75.25001
1121.5674,5.762532,3.2282565,1069.5101,5.57146,3.2731347,100.0
6.998726,3.299948,2.9625657,6.9985175,3.2594078,2.9262571,1.0
16.00609,3.236147,32.711452,14.552,3.214831,35.743137,25.749998
30.620289,3.323019,34.434586,30.230402,3.2073212,33.66431,50.499992
57.03414,3.2706046,27.113123,54.57716,3.200389,27.725424,75.25001
90.40328,3.250654,22.592619,87.32855,3.1925077,22.969715,100.0
8.922155,7.568109,5.3296347,9.212953,7.727306,5.269982,1.0
173.44307,7.435699,6.9362006,176.70647,7.2761545,6.662031,25.749998
548.7552,6.9260883,4.004798,510.35785,6.730543,4.184529,50.499992
