"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,3.53261236316476,0.0132725456189926,7.46225941971592
25.75,7.70895306990805,0.150041204140281,7.14905833676707
50.5,4.95492489968373,0.430945290527252,6.72958013353475
75.25,3.88040708970929,0.77161777634848,6.33276162813876
100,3.29513066301299,1.14026205566815,5.97994851307186
