tCu,wCu,tLam,nLam,aln,tsu,freq,real_Q,real_R,real_L,pre_Q,pre_R,pre_L
5.0,200.0,150.0,8.0,20.0,2.0,1.0,1.02577697241921,26.0656821518383,4.25541746973499,1.1123743,23.412548,4.144955
5.0,200.0,150.0,8.0,20.0,2.0,25.75,13.4919925827329,49.1755370090374,4.10079541482351,15.119013,44.67885,4.1751146
5.0,200.0,150.0,8.0,20.0,2.0,50.5,14.4014452881082,89.5417885130282,4.06406454853849,14.628818,90.726814,4.1828628
5.0,200.0,150.0,8.0,20.0,2.0,75.25,12.8115442290087,148.906165969633,4.03485367163027,12.262934,165.71944,4.298148
5.0,200.0,150.0,8.0,20.0,2.0,100.0,11.1305322343354,226.075963928813,4.00488873222114,11.072016,242.09663,4.2661448
25.0,250.0,250.0,8.0,15.0,6.0,1.0,7.68180766747923,4.35666299781185,5.3264459959461,7.8690643,4.3545423,5.4536304
25.0,250.0,250.0,8.0,15.0,6.0,25.75,14.9270407152295,56.7779151185098,5.23836862908819,15.894462,53.22061,5.2283983
25.0,250.0,250.0,8.0,15.0,6.0,50.5,8.72420204629852,186.253673283145,5.12105352555668,8.89365,187.42038,5.2532206
25.0,250.0,250.0,8.0,15.0,6.0,75.25,6.41099906981591,366.869536740728,4.97451783840031,6.3789773,378.41907,5.10549
25.0,250.0,250.0,8.0,15.0,6.0,100.0,5.24609106646016,577.694688330328,4.82341168599342,5.0957,614.8892,4.986786
25.0,250.0,100.0,8.0,20.0,2.0,1.0,4.5043378440195,4.26315227609445,3.05620114531524,4.4410586,4.38987,3.1028326
25.0,250.0,100.0,8.0,20.0,2.0,25.75,48.164027443938,10.1171849401821,3.01179482223614,48.18775,9.959062,2.966185
25.0,250.0,100.0,8.0,20.0,2.0,50.5,43.7900168867668,21.7810027109424,3.00594988143744,44.993896,21.175226,3.0026884
25.0,250.0,100.0,8.0,20.0,2.0,75.25,35.7380884153748,39.7028314535723,3.00100297802341,35.746037,39.79245,3.0084445
25.0,250.0,100.0,8.0,20.0,2.0,100.0,29.544566395756,63.7100841390899,2.99575250275639,29.349815,64.4268,3.0094826
30.0,200.0,100.0,8.0,15.0,6.0,1.0,4.63905773751172,4.44855766003532,3.28449899607012,4.4667587,4.56866,3.2478912
30.0,200.0,100.0,8.0,15.0,6.0,25.75,38.9947863943293,13.3344501115651,3.21384224297185,40.91161,12.479037,3.1555183
30.0,200.0,100.0,8.0,15.0,6.0,50.5,34.2140173474209,29.7011392451674,3.20262384330543,36.343998,27.830997,3.187793
30.0,200.0,100.0,8.0,15.0,6.0,75.25,27.8066201335225,54.3015446194922,3.19355216674395,27.947447,53.969975,3.1901257
30.0,200.0,100.0,8.0,15.0,6.0,100.0,23.0473815098404,86.8103371627165,3.18429405114124,22.611233,88.12178,3.1712284
30.0,250.0,150.0,12.0,15.0,6.0,1.0,8.70592617672567,3.64943925937814,5.05663086878657,8.995778,3.6077392,5.165282
