tCu,wCu,tLam,nLam,aln,tsu,freq,real_Q,real_R,real_L,pre_Q,pre_R,pre_L
5.0,250.0,100.0,8.0,15.0,6.0,1.0,1.00705368450032,20.763331030137,3.32789628096855,1.149193,18.623428,3.40622
5.0,250.0,100.0,8.0,15.0,6.0,25.75,17.8279051290332,29.7738233595525,3.28078537332682,17.411892,30.904625,3.3259246
5.0,250.0,100.0,8.0,15.0,6.0,50.5,22.1879384445613,46.7566092551705,3.26955550806935,21.508196,49.84666,3.3788493
5.0,250.0,100.0,8.0,15.0,6.0,75.25,21.2650381629419,72.5012880077635,3.26081016256928,20.370527,79.880196,3.4415553
5.0,250.0,100.0,8.0,15.0,6.0,100.0,19.1251710746069,106.828329589574,3.25171068356124,18.04215,119.09166,3.4197125
5.0,250.0,100.0,12.0,20.0,4.0,1.0,1.18779151287214,20.8100951159359,3.93400053513082,1.2945553,19.727465,4.064545
5.0,250.0,100.0,12.0,20.0,4.0,25.75,17.0158672382964,36.747166981141,3.8647450493517,16.579885,38.088055,3.903134
5.0,250.0,100.0,12.0,20.0,4.0,50.5,17.2162423570554,70.8686178174374,3.84521903753002,17.108572,73.18054,3.9458268
5.0,250.0,100.0,12.0,20.0,4.0,75.25,14.6467226566736,123.488598108738,3.82543604607822,14.325602,131.53017,3.985215
5.0,250.0,100.0,12.0,20.0,4.0,100.0,12.3591744861353,193.311940918247,3.80249171599643,11.858578,210.25267,3.968205
5.0,250.0,350.0,8.0,20.0,4.0,1.0,2.04164183058506,21.039390065167,6.83648448151889,2.1279602,20.282047,6.8690305
5.0,250.0,350.0,8.0,20.0,4.0,25.75,7.88124585656234,135.67022377504,6.60879552660356,7.656842,146.474,6.9319153
5.0,250.0,350.0,8.0,20.0,4.0,50.5,5.00554313972365,398.228751528037,6.28221180282127,4.9830627,416.92392,6.547598
5.0,250.0,350.0,8.0,20.0,4.0,75.25,3.81320267468276,733.984105259678,5.91957014990609,3.816319,767.9195,6.1983166
5.0,250.0,350.0,8.0,20.0,4.0,100.0,3.18682219045339,1099.16681553014,5.57495764885185,3.216465,1129.8552,5.783909
25.0,200.0,100.0,16.0,15.0,2.0,1.0,5.87012449813207,5.45257806011236,5.09412192762631,6.1022596,5.318428,5.165283
25.0,200.0,100.0,16.0,15.0,2.0,25.75,17.1075372518829,47.0035618664644,4.97005462538917,18.76395,43.31637,5.0236506
25.0,200.0,100.0,16.0,15.0,2.0,50.5,10.5816558528654,146.633560612188,4.89007777853846,11.04802,142.63847,4.9664936
25.0,200.0,100.0,16.0,15.0,2.0,75.25,7.78768182392625,290.735107271075,4.78871845788139,8.14929,280.99655,4.843221
25.0,200.0,100.0,16.0,15.0,2.0,100.0,6.32829504654686,464.484415408736,4.67819152472006,6.646796,452.5815,4.7877235
25.0,250.0,100.0,12.0,20.0,4.0,1.0,5.51828884205272,4.28569704153155,3.76396891202272,5.663955,4.2582045,3.8385434
25.0,250.0,100.0,12.0,20.0,4.0,25.75,34.9462398462185,17.1996520571068,3.71503588305942,36.705105,16.300455,3.6980188
25.0,250.0,100.0,12.0,20.0,4.0,50.5,24.4278812792522,48.0850135745554,3.70189671174459,25.849436,45.867638,3.7366836
25.0,250.0,100.0,12.0,20.0,4.0,75.25,18.0414326370221,96.5888807409235,3.68563040508747,18.515173,95.9897,3.7589436
25.0,250.0,100.0,12.0,20.0,4.0,100.0,14.2767427414947,161.319744133771,3.66553009902459,14.319505,164.49983,3.7489822
25.0,200.0,100.0,12.0,20.0,6.0,1.0,4.54917289057772,5.340344542826,3.86653415948255,4.7251816,5.2970486,3.9835715
25.0,200.0,100.0,12.0,20.0,6.0,25.75,29.9229051584583,20.4508350868951,3.78231505137438,31.43047,19.469595,3.7822556
25.0,200.0,100.0,12.0,20.0,6.0,50.5,22.6987437256286,52.6199461644365,3.7642718028692,22.900476,52.850006,3.8143306
25.0,200.0,100.0,12.0,20.0,6.0,75.25,17.3163413332465,102.273562909806,3.74570138011022,16.926474,106.74447,3.8214252
25.0,200.0,100.0,12.0,20.0,6.0,100.0,13.9178074492308,168.125221237166,3.72412135269104,13.311067,179.90314,3.8112879
30.0,200.0,250.0,12.0,20.0,2.0,1.0,9.19306960035773,4.7702654149168,6.97948251206286,9.549755,4.7246637,7.1809726
30.0,200.0,250.0,12.0,20.0,2.0,25.75,8.25471850645067,131.544573734306,6.71147696955343,8.898864,123.4243,6.788568
30.0,200.0,250.0,12.0,20.0,2.0,50.5,4.77720028199801,420.877167168261,6.33661860946841,4.937224,419.21698,6.5230455
30.0,200.0,250.0,12.0,20.0,2.0,75.25,3.56471935394196,785.252328984645,5.92036121132717,3.5293849,811.0715,6.054407
30.0,200.0,250.0,12.0,20.0,2.0,100.0,2.96040791826115,1173.04160705043,5.52694452285812,2.916765,1211.5059,5.62402
30.0,250.0,100.0,12.0,15.0,6.0,1.0,7.01311887956642,3.59074834783696,4.00789469016811,7.011086,3.6235194,4.0433006
30.0,250.0,100.0,12.0,15.0,6.0,25.75,30.3420687686381,21.1298214517421,3.96263356487131,31.420988,20.010538,3.886169
30.0,250.0,100.0,12.0,15.0,6.0,50.5,19.2576311972621,64.9207341626744,3.94017073698161,21.223194,59.36478,3.9707117
30.0,250.0,100.0,12.0,15.0,6.0,75.25,13.9486141581406,132.525289595877,3.90970014532032,14.703247,126.7576,3.941855
30.0,250.0,100.0,12.0,15.0,6.0,100.0,11.0517746551356,220.167714342969,3.8726280481882,11.148469,222.82164,3.9535975
30.0,200.0,350.0,8.0,15.0,4.0,1.0,9.10640008672312,4.7299389724218,6.85523577021353,9.5019865,4.6594663,7.0464554
30.0,200.0,350.0,8.0,15.0,4.0,25.75,8.27425048947188,128.538129893507,6.57360402123535,8.791013,122.79355,6.6720214
30.0,200.0,350.0,8.0,15.0,4.0,50.5,4.9970940542246,393.268845607008,6.19349541757843,4.8813276,410.1836,6.310225
30.0,200.0,350.0,8.0,15.0,4.0,75.25,3.8409772650143,716.715779560416,5.82240391340591,3.7559075,751.11847,5.966735
30.0,200.0,350.0,8.0,15.0,4.0,100.0,3.22997552410942,1067.79400147654,5.48917200582813,3.1399815,1124.7292,5.6207595
35.0,250.0,250.0,16.0,20.0,2.0,1.0,14.6959440937398,3.6050774150473,8.43203145458749,14.348743,3.7177103,8.490037
35.0,250.0,250.0,16.0,20.0,2.0,25.75,5.06840735503031,251.061977321012,7.86493894672594,6.1572533,209.84003,7.9857993
35.0,250.0,250.0,16.0,20.0,2.0,50.5,2.98550617932739,737.933270495392,6.94326625145145,3.127785,712.1077,7.019584
35.0,250.0,250.0,16.0,20.0,2.0,75.25,2.30888350549616,1248.81826085981,6.09838571041249,2.3059244,1252.653,6.1092696
35.0,250.0,250.0,16.0,20.0,2.0,100.0,1.98967659822924,1709.67374829278,5.41397027348217,2.1702735,1603.791,5.5396504
40.0,200.0,100.0,16.0,15.0,6.0,1.0,8.84389227091567,3.44765200578515,4.85273972294428,9.220171,3.346115,4.9102087
40.0,200.0,100.0,16.0,15.0,6.0,25.75,18.6568830513361,41.271844310153,4.7592209103253,21.33603,35.535336,4.68616
40.0,200.0,100.0,16.0,15.0,6.0,50.5,11.1493207127805,133.383893030825,4.68684456334173,12.588095,119.541695,4.7425075
40.0,200.0,100.0,16.0,15.0,6.0,75.25,8.14032914007712,266.864956504481,4.59459399371072,8.209976,269.80685,4.6849866
40.0,200.0,100.0,16.0,15.0,6.0,100.0,6.59140802202531,428.380865411387,4.49395161006678,6.5094924,446.25974,4.6233287
40.0,200.0,250.0,8.0,15.0,2.0,1.0,9.58565217969847,3.51015615720429,5.35510801837085,9.869311,3.5093882,5.5123706
40.0,200.0,250.0,8.0,15.0,2.0,25.75,14.8977976202994,56.8290273107259,5.2328127131848,17.095524,47.920807,5.0634866
40.0,200.0,250.0,8.0,15.0,2.0,50.5,8.75934730653242,185.219560654035,5.11313606239217,9.886,163.48227,5.0935435
40.0,200.0,250.0,8.0,15.0,2.0,75.25,6.45898777795217,363.616179725987,4.96731029144557,6.736239,354.61044,5.052222
40.0,200.0,250.0,8.0,15.0,2.0,100.0,5.29481576415648,571.738353309291,4.81801681484034,5.5128603,561.3584,4.9253516
40.0,200.0,100.0,12.0,15.0,4.0,1.0,7.47560774479396,3.4154791491182,4.06366852656006,7.8117523,3.3459437,4.1599426
40.0,200.0,100.0,12.0,15.0,4.0,25.75,28.6743708658868,22.496723785441,3.98709030564724,31.999428,19.693089,3.894926
40.0,200.0,100.0,12.0,15.0,4.0,50.5,18.8123983984536,66.7985238539184,3.96040669741504,21.28846,59.676495,4.0038347
40.0,200.0,100.0,12.0,15.0,4.0,75.25,13.8336259087388,134.263978623884,3.92834088521636,15.072071,125.264465,3.9931371
40.0,200.0,100.0,12.0,15.0,4.0,100.0,11.0417195946159,221.401506077451,3.89078664469666,11.580992,215.57329,3.9733849
20.0,50.0,350.0,8.0,15.0,6.0,1.0,1.8805696470136,26.156037311061706,7.82855310619791,2.3775709,22.572172,8.541359
20.0,50.0,350.0,8.0,15.0,6.0,25.75,7.65197473955499,160.672111633126,7.5990084489596,4.8599215,254.74721,7.6521196
20.0,50.0,350.0,8.0,15.0,6.0,50.5,5.05092719762685,450.791918498936,7.17589349073385,3.9749668,562.12683,7.042008
20.0,50.0,350.0,8.0,15.0,6.0,75.25,3.98869622147333,802.1412554898781,6.76698856430091,3.3097358,898.86957,6.2922134
20.0,50.0,350.0,8.0,15.0,6.0,100.0,3.40451257101056,1181.84796657906,6.40378416763234,3.5759487,1027.925,5.8502235
10.0,50.0,150.0,16.0,15.0,6.0,1.0,0.954165335613679,51.9786846629163,7.8934897940185,1.5093725,36.171608,8.689292
10.0,50.0,150.0,16.0,15.0,6.0,25.75,7.43730473368449,168.04176202367498,7.72459469467965,5.0106735,260.86847,8.079057
10.0,50.0,150.0,16.0,15.0,6.0,50.5,5.41370469669717,432.59881800387103,7.38088849643272,4.4335012,514.2451,7.1853123
10.0,50.0,150.0,16.0,15.0,6.0,75.25,4.34560534135272,763.988332375997,7.02183524887598,3.612107,827.06244,6.3184757
10.0,50.0,150.0,16.0,15.0,6.0,100.0,3.73380347563194,1126.6817241483,6.69534309731233,3.8825831,956.15564,5.908391
20.0,100.0,150.0,16.0,20.0,4.0,1.0,3.15789120639969,13.1817695986437,6.62507824698062,3.260997,13.242012,6.872655
20.0,100.0,150.0,16.0,20.0,4.0,25.75,10.5171437829105,98.927544147049,6.43069537799574,9.725509,109.98291,6.611203
20.0,100.0,150.0,16.0,20.0,4.0,50.5,6.73286014447585,293.628095711643,6.23054382927935,6.77787,297.39246,6.352605
20.0,100.0,150.0,16.0,20.0,4.0,75.25,5.03457702387817,562.967618698116,5.99459755597848,5.2713766,549.3469,6.124692
20.0,100.0,150.0,16.0,20.0,4.0,100.0,4.13377892502494,873.685711610913,5.74807745623185,4.3267827,841.5337,5.7950406
20.0,100.0,350.0,8.0,15.0,6.0,1.0,3.53261236316476,13.2725456189926,7.46225941971592,3.762039,13.20682,7.9075456
20.0,100.0,350.0,8.0,15.0,6.0,25.75,7.70895306990805,150.041204140281,7.14905833676707,6.7854013,172.70026,7.2428856
20.0,100.0,350.0,8.0,15.0,6.0,50.5,4.95492489968373,430.945290527252,6.72958013353475,4.8614187,448.78738,6.875944
20.0,100.0,350.0,8.0,15.0,6.0,75.25,3.88040708970929,771.61777634848,6.33276162813876,3.7138476,795.66345,6.2498126
20.0,100.0,350.0,8.0,15.0,6.0,100.0,3.29513066301299,1140.26205566815,5.97994851307186,3.5045836,1048.6929,5.84931
15.0,150.0,100.0,16.0,15.0,6.0,1.0,2.88238884244276,11.7119238756521,5.37280329200925,2.9212222,11.581621,5.3846087
15.0,150.0,100.0,16.0,15.0,6.0,25.75,14.257114464735,59.1905437986126,5.21587127417679,14.467138,60.080276,5.3722672
15.0,150.0,100.0,16.0,15.0,6.0,50.5,9.89556823253267,164.222370155657,5.12155460077316,9.7167425,168.29591,5.1537457
15.0,150.0,100.0,16.0,15.0,6.0,75.25,7.54005867681452,314.294853770248,5.01216804031464,7.565108,318.51193,5.096294
15.0,150.0,100.0,16.0,15.0,6.0,100.0,6.21958330537754,494.566323808301,4.89560040103419,6.3228626,497.47327,5.0061436
15.0,250.0,50.0,16.0,15.0,4.0,1.0,3.17905263971224,7.02228421859558,3.55300856023247,3.4665382,6.6687527,3.6792622
15.0,250.0,50.0,16.0,15.0,4.0,25.75,32.5739948424832,17.4021529985424,3.50361925271133,34.080444,16.616247,3.5001066
15.0,250.0,50.0,16.0,15.0,4.0,50.5,27.2122315282178,40.7291119487288,3.49299409787164,29.197945,38.22524,3.5174768
15.0,250.0,50.0,16.0,15.0,4.0,75.25,21.3239929167361,77.1883895600399,3.48124137861055,22.078316,76.364975,3.5659363
15.0,250.0,50.0,16.0,15.0,4.0,100.0,17.2935942189471,125.966991984519,3.46706636500506,17.99069,122.37712,3.5040317
10.0,250.0,50.0,16.0,20.0,4.0,1.0,1.91732498134978,10.451817455965,3.18939036955203,2.2563782,9.283214,3.3337297
10.0,250.0,50.0,16.0,20.0,4.0,25.75,28.5738170498721,17.7456418771777,3.13402798994,31.699501,16.814049,3.2943363
10.0,250.0,50.0,16.0,20.0,4.0,50.5,32.0215560061763,30.9733917312479,3.12579110007986,31.51511,32.146866,3.1929066
10.0,250.0,50.0,16.0,20.0,4.0,75.25,28.8924060058234,51.0557306995455,3.1199083222597,26.922775,59.03648,3.3616593
10.0,250.0,50.0,16.0,20.0,4.0,100.0,25.0919600060308,77.9785007156841,3.11407880816822,22.556292,92.415886,3.3176801
