Rpre,Lpre,Qpre,Rdata,Ldata,Qdata,f
351.2866,6.1339636,5.5405235,354.0061,6.128201,5.492796,50.499992
643.31824,5.8540945,4.3024955,646.97375,5.8117094,4.247208,75.25001
947.529,5.5398545,3.6735497,968.6927,5.523557,3.5827184,100.0
5.4753747,5.2186775,5.988617,5.4089346,5.226384,6.0711284,1.0
51.933586,5.05627,15.752119,52.18612,5.1402574,15.936277,25.749998
170.56367,5.001412,9.304164,168.68541,5.0426936,9.4854145,50.499992
342.4597,4.959853,6.847718,334.4783,4.917085,6.9506607,75.25001
544.61456,4.876654,5.6261673,530.8836,4.7834034,5.661317,100.0
6.6811395,3.875413,3.6445782,6.6316643,3.886517,3.6822894,1.0
22.803173,3.8877664,27.58429,22.124592,3.7971518,27.767702,25.749998
54.86152,3.8425608,22.224098,54.30677,3.7780478,22.074184,50.499992
105.168755,3.781538,17.000753,103.78743,3.759011,17.124393,75.25001
171.92331,3.7395031,13.666554,169.30008,3.7371001,13.86939,100.0
13.079285,5.4839,2.6344223,13.287319,5.6104584,2.6530218,1.0
66.63743,5.3956375,13.100307,67.356186,5.4151683,13.007433,25.749998
183.82706,5.275043,9.105165,191.83371,5.309142,8.781538,50.499992
360.0675,5.118557,6.7212515,371.38232,5.1793666,6.5938916,75.25001
574.027,4.955635,5.424344,587.7935,5.037456,5.3847613,100.0
6.5418077,4.070187,3.9092767,6.6381936,4.0780745,3.85998,1.0
26.157217,4.0607,25.116913,25.234385,3.9881048,25.570013,25.749998
67.60866,3.9903443,18.727484,65.984146,3.9632711,19.058361,50.499992
132.24886,3.9321613,14.058077,128.35762,3.9353392,14.495957,75.25001
215.6571,3.9010098,11.365624,209.62381,3.9024923,11.697185,100.0
8.373836,11.483755,8.616668,8.395073,11.588997,8.6736355,1.0
532.4049,9.496333,2.8858314,553.1499,9.481914,2.7733853,25.749998
1252.7067,7.2499146,1.8363465,1263.8396,7.2611814,1.8229997,50.499992
1842.9558,5.8943396,1.5121914,1787.7954,5.875239,1.5537962,75.25001
2242.7273,5.227871,1.4646314,2156.0466,5.0284348,1.4653944,100.0
10.337469,4.036095,2.4531665,10.4692545,4.025186,2.4157395,1.0
28.682096,3.9683058,22.384695,27.514599,3.9705012,23.347439,25.749998
69.204,3.9366086,18.049377,67.99711,3.9494114,18.429485,50.499992
132.83113,3.8970022,13.871304,130.68538,3.9228554,14.19259,75.25001
215.22635,3.8769755,11.318205,212.69333,3.890515,11.492988,100.0
7.3628454,9.125844,7.7876625,7.2761292,9.158733,7.908877,1.0
304.69254,8.43065,4.4766827,300.903,8.346026,4.4875603,25.749998
835.4521,7.2812233,2.765376,835.27997,7.2339725,2.7479963,50.499992
1359.696,6.185033,2.1507337,1372.4789,6.2881126,2.1662126,75.25001
1790.1831,5.485625,1.9253459,1844.6825,5.5478377,1.8896524,100.0
11.45765,9.779632,5.362987,11.317284,9.8962555,5.494252,1.0
356.68158,8.791057,3.987652,355.73093,8.726989,3.9691715,25.749998
917.2698,7.555492,2.6135876,911.3218,7.4824347,2.6052086,50.499992
1457.3243,6.3579235,2.0627449,1473.8289,6.4927416,2.0828955,75.25001
1898.8063,5.6055956,1.8549025,1970.1952,5.709938,1.8209664,100.0
7.84204,11.191352,8.966715,7.8916645,11.429328,9.099802,1.0
519.4502,9.373642,2.919587,538.8359,9.3637085,2.8115668,25.749998
1215.4272,7.1712613,1.8721377,1234.4003,7.2027936,1.8514683,50.499992
1777.5616,5.865208,1.5600746,1749.632,5.8469887,1.5800543,75.25001
2157.6882,5.214632,1.5185002,2112.521,5.015972,1.49188,100.0
8.991983,3.4806366,2.432109,8.805194,3.4750967,2.4797497,1.0
19.550371,3.4009678,28.145208,19.994213,3.3708925,27.277063,25.749998
38.64316,3.3782759,27.739183,38.501087,3.3555112,27.653933,50.499992
66.475006,3.3398964,23.755333,65.9291,3.3446505,23.986122,75.25001
102.63997,3.3122928,20.276457,102.159996,3.3340776,20.505709,100.0
8.859581,5.0073133,3.5511696,8.883858,5.0788794,3.5920813,1.0
47.76665,4.9461536,16.753271,47.995316,4.9422135,16.660181,25.749998
137.36148,4.8685465,11.246193,139.82104,4.8772793,11.068183,50.499992
274.9093,4.7852826,8.230091,277.22034,4.79538,8.178701,75.25001
445.0775,4.699179,6.6338615,449.34048,4.700518,6.5727935,100.0
7.037054,4.7797503,4.2677026,7.0856147,4.8621736,4.3115444,1.0
40.427784,4.7494583,19.00733,41.54436,4.789263,18.651499,25.749998
124.904564,4.7008743,11.941851,128.55614,4.734835,11.686472,50.499992
256.78442,4.651247,8.564207,260.24713,4.659994,8.4661455,75.25001
420.38965,4.5906644,6.861255,426.12177,4.571178,6.7402215,100.0
6.9485426,4.0702133,3.6804698,7.0638056,4.0377083,3.591502,1.0
25.25135,3.9908812,25.570616,23.974865,3.9792645,26.853676,25.749998
65.645996,3.9563265,19.122957,64.82291,3.958741,19.377596,50.499992
129.23184,3.9291174,14.375138,128.22511,3.9321241,14.499085,75.25001
211.75392,3.9207335,11.633643,211.21542,3.8994596,11.600019,100.0
6.2061405,9.299296,9.414741,6.0043674,9.347679,9.781748,1.0
322.04126,8.266196,4.152897,315.09476,8.365493,4.2954383,25.749998
854.6042,7.252792,2.6928449,830.98004,7.2575536,2.77122,50.499992
1367.94,6.2117352,2.147002,1367.2064,6.3564115,2.1981854,75.25001
1789.1301,5.536626,1.9443884,1853.2502,5.626223,1.9074922,100.0
5.428743,4.4159303,5.110964,5.345617,4.48851,5.2757516,1.0
30.71146,4.424335,23.307962,30.827913,4.427496,23.236526,25.749998
94.63666,4.384546,14.700647,95.10551,4.3938274,14.659146,50.499992
196.12708,4.3613024,10.513932,194.60786,4.3472867,10.561956,75.25001
323.99554,4.3408494,8.41813,323.57715,4.2899175,8.3301115,100.0
7.6320815,8.701509,7.1636004,7.582548,8.727672,7.2320776,1.0
269.13113,8.092198,4.8647394,267.48416,8.107615,4.904019,25.749998
772.0942,7.2136946,2.96455,773.5128,7.1364145,2.9274108,50.499992
1288.7272,6.225453,2.284002,1300.5787,6.255524,2.2741203,75.25001
1730.7527,5.548508,2.014285,1774.0375,5.5468664,1.9645578,100.0
15.144462,12.105492,5.022367,14.858799,12.693774,5.367685,1.0
600.10815,9.74983,2.6285994,606.3266,9.795453,2.6138163,25.749998
1294.7172,7.436976,1.8226053,1330.7731,7.5434556,1.7986124,50.499992
1852.4235,6.0859456,1.5533679,1874.0967,6.111814,1.5419298,75.25001
2238.9287,5.4021482,1.5160252,2250.8867,5.2344165,1.4611495,100.0
11.105237,8.766067,4.959716,11.042629,8.834405,5.0267196,1.0
276.66833,8.248935,4.8238673,275.77994,8.189496,4.804537,25.749998
783.8301,7.292907,2.952229,788.5438,7.199579,2.8970265,50.499992
1301.965,6.281464,2.2811198,1321.0542,6.3058014,2.256867,75.25001
1745.3298,5.593741,2.0137465,1798.6111,5.588713,1.9523352,100.0
7.378912,8.814732,7.505793,7.258104,8.895531,7.7006702,1.0
278.14203,8.214163,4.778082,272.06317,8.202104,4.877672,25.749998
790.39966,7.2679224,2.9176605,781.5337,7.2159877,2.9296744,50.499992
1312.5813,6.2481275,2.250662,1310.6368,6.328568,2.2830184,75.25001
1755.0664,5.5581627,1.9898387,1785.737,5.616753,1.9762768,100.0
13.244885,5.486504,2.6027193,13.278512,5.6040897,2.6517687,1.0
68.05687,5.355515,12.731695,68.37443,5.4116135,12.805311,25.749998
192.91145,5.2503443,8.63577,194.09082,5.2942986,8.65515,50.499992
372.72797,5.1424093,6.523207,370.55463,5.1546736,6.5771136,75.25001
583.12695,5.0169196,5.405725,578.1874,5.009286,5.443611,100.0
13.174835,5.019571,2.3938737,13.150737,5.1044993,2.438838,1.0
53.469425,4.9714904,15.043124,53.45061,4.9703336,15.044921,25.749998
144.04643,4.887361,10.765725,146.24272,4.9021726,10.636177,50.499992
282.1254,4.7866883,8.021942,284.56763,4.8185678,8.0060625,75.25001
452.06213,4.689773,6.5182915,457.58594,4.7224994,6.48454,100.0
9.004795,3.4004588,2.3727038,8.753544,3.4015074,2.4415598,1.0
18.931292,3.3555555,28.677483,19.205853,3.3165483,27.93894,25.749998
37.43413,3.339179,28.303694,36.777706,3.3024073,28.491621,50.499992
64.63471,3.3062146,24.185303,62.92496,3.2923656,24.738398,75.25001
100.01355,3.2845957,20.63493,97.53708,3.282505,21.14538,100.0
6.678672,4.2238436,3.9737232,6.6691895,4.251538,4.005464,1.0
28.341763,4.17349,23.824814,28.034248,4.151044,23.956614,25.749998
75.573,4.106789,17.242771,75.732155,4.121168,17.266775,50.499992
148.74557,4.0640864,12.918304,148.43468,4.086267,13.016005,75.25001
241.73465,4.0465765,10.517893,242.33583,4.0452337,10.488319,100.0
13.387632,7.21127,3.384448,13.478,7.358465,3.4303753,1.0
149.20596,6.8850784,7.4658575,152.62242,6.972058,7.390939,25.749998
435.0769,6.6408954,4.843193,440.97565,6.5414844,4.706877,50.499992
786.98413,6.192118,3.720145,788.54224,6.130735,3.675987,75.25001
1151.916,5.715359,3.1174738,1162.4291,5.7673416,3.117376,100.0
6.664484,4.58513,4.322799,6.674445,4.631571,4.3600655,1.0
35.319252,4.5749393,20.957088,35.202274,4.526693,20.804983,25.749998
102.30068,4.5163417,14.008111,101.993576,4.4862504,13.9566765,50.499992
207.24019,4.4682074,10.194029,204.27264,4.4358253,10.267165,75.25001
339.33176,4.428835,8.200586,336.24054,4.375415,8.176151,100.0
8.879277,5.0923476,3.6034648,8.851381,5.136987,3.6465092,1.0
51.200123,4.962462,15.681339,51.60442,5.011346,15.711749,25.749998
149.92993,4.8709035,10.30843,152.25577,4.92853,10.271052,50.499992
292.83737,4.8094115,7.7651877,297.4679,4.8256183,7.6700673,75.25001
460.6102,4.7445045,6.47198,472.41928,4.7139354,6.269541,100.0
6.755482,5.363908,4.9888997,6.778992,5.3958707,5.0012236,1.0
57.19502,5.1937184,14.691874,57.0469,5.2480726,14.884178,25.749998
177.28822,5.107375,9.140906,176.2354,5.1426067,9.258946,50.499992
350.92545,5.035608,6.7845893,344.7864,5.012539,6.873753,75.25001
555.60675,4.934317,5.5800686,543.9782,4.8755984,5.6315303,100.0
