"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,5.29339258341131,5.36175826660328,4.51711831736859
25.75,23.0934987743686,31.196845669689,4.45290385672834
50.5,14.5553540798967,96.324510050176,4.41863712293316
75.25,10.4858013137079,197.104588910173,4.37131383295087
100,8.27019828873713,327.676180258012,4.31301458216291
