tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
5,250,100,8,15,6,1.0,1.1473873,18.643162,3.4044724
5,250,100,8,15,6,25.75,20.290438,25.969158,3.2568095
5,250,100,8,15,6,50.5,23.720852,43.133926,3.224616
5,250,100,8,15,6,75.25,22.744684,66.995476,3.2228417
5,250,100,8,15,6,100.0,20.660673,97.911354,3.2195675
5,250,100,12,20,4,1.0,1.229272,20.100403,3.9325373
5,250,100,12,20,4,25.75,18.345032,34.061153,3.8620753
5,250,100,12,20,4,50.5,17.845112,67.62326,3.8031557
5,250,100,12,20,4,75.25,15.219334,117.3527,3.7774804
5,250,100,12,20,4,100.0,12.874084,183.021,3.7500522
5,250,350,8,20,4,1.0,2.1262572,20.389442,6.899877
5,250,350,8,20,4,25.75,8.094147,132.46004,6.626726
5,250,350,8,20,4,50.5,5.253197,383.15485,6.343466
5,250,350,8,20,4,75.25,3.9933298,709.65356,5.9936996
5,250,350,8,20,4,100.0,3.3350835,1064.6285,5.650997
25,200,100,16,15,2,1.0,5.8492427,5.433853,5.0585694
25,200,100,16,15,2,25.75,17.750154,45.094368,4.9472914
25,200,100,16,15,2,50.5,11.020224,139.63936,4.8498354
25,200,100,16,15,2,75.25,8.16479,275.74847,4.761806
25,200,100,16,15,2,100.0,6.7084436,438.50726,4.6818624
25,250,100,12,20,4,1.0,5.4549994,4.373557,3.7970788
25,250,100,12,20,4,25.75,36.478992,16.165455,3.6448011
25,250,100,12,20,4,50.5,25.813925,45.10929,3.6698546
25,250,100,12,20,4,75.25,19.055874,90.93327,3.6649249
25,250,100,12,20,4,100.0,15.081029,152.1388,3.6516652
25,200,100,12,20,6,1.0,4.564929,5.363424,3.8966937
25,200,100,12,20,6,25.75,30.786575,19.850275,3.777209
25,200,100,12,20,6,50.5,23.29919,51.569996,3.78675
25,200,100,12,20,6,75.25,17.639473,101.14043,3.7733216
25,200,100,12,20,6,100.0,14.093146,167.2544,3.7515035
30,200,250,12,20,2,1.0,8.928016,4.8616047,6.9080367
30,200,250,12,20,2,25.75,9.036673,120.80285,6.7472816
30,200,250,12,20,2,50.5,5.1591797,390.16193,6.3438687
30,200,250,12,20,2,75.25,3.811565,735.0078,5.925279
30,200,250,12,20,2,100.0,3.1762,1096.0916,5.5408287
30,250,100,12,15,6,1.0,6.736155,3.7114127,3.9789774
30,250,100,12,15,6,25.75,32.278378,20.15375,4.0207825
30,250,100,12,15,6,50.5,20.548592,61.1249,3.958485
30,250,100,12,15,6,75.25,14.771235,124.66798,3.8948002
30,250,100,12,15,6,100.0,11.711974,206.25308,3.8445947
30,200,350,8,15,4,1.0,8.837392,4.759695,6.6945806
30,200,350,8,15,4,25.75,9.135045,116.84091,6.597033
30,200,350,8,15,4,50.5,5.355862,366.72946,6.1901903
30,200,350,8,15,4,75.25,4.0632334,678.4331,5.830318
30,200,350,8,15,4,100.0,3.4503832,1006.6208,5.527814
35,200,250,12,15,4,1.0,10.608271,4.22335,7.1305323
35,200,250,12,15,4,25.75,8.187809,139.85246,7.0775166
35,200,250,12,15,4,50.5,4.610204,442.97742,6.436213
35,200,250,12,15,4,75.25,3.5154777,804.7262,5.9833717
35,200,250,12,15,4,100.0,3.0206513,1168.5305,5.617728
35,250,250,16,20,2,1.0,14.161607,3.7628808,8.481119
