tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
5,250,100,8,15,6,1.0,1.212522,19.457281,3.7548451
5,250,100,8,15,6,25.75,18.111067,30.874584,3.4561145
5,250,100,8,15,6,50.5,26.453753,40.457066,3.3729546
5,250,100,8,15,6,75.25,21.559366,72.58696,3.3098478
5,250,100,8,15,6,100.0,17.602947,126.09176,3.53258
5,250,100,12,20,4,1.0,1.2156627,21.184305,4.0987124
5,250,100,12,20,4,25.75,20.703228,32.583626,4.169467
5,250,100,12,20,4,50.5,15.207039,78.887245,3.7807682
5,250,100,12,20,4,75.25,14.522542,119.118744,3.6587796
5,250,100,12,20,4,100.0,11.116018,216.47307,3.8297744
5,250,350,8,20,4,1.0,2.664514,16.274313,6.901457
5,250,350,8,20,4,25.75,8.490165,126.63036,6.6450305
5,250,350,8,20,4,50.5,4.6528764,427.95807,6.2755466
5,250,350,8,20,4,75.25,3.6702142,766.82574,5.952531
5,250,350,8,20,4,100.0,2.942168,1204.2328,5.638944
25,200,100,16,15,2,1.0,7.6498632,4.663237,5.677554
25,200,100,16,15,2,25.75,18.807493,43.582745,5.0662737
25,200,100,16,15,2,50.5,9.028787,182.63297,5.1968145
25,200,100,16,15,2,75.25,7.356943,299.37054,4.658221
25,200,100,16,15,2,100.0,6.0628777,507.01517,4.892374
25,250,100,12,20,4,1.0,6.583414,4.07552,4.27026
25,250,100,12,20,4,25.75,38.18993,16.130564,3.8075142
25,250,100,12,20,4,50.5,27.212402,44.092937,3.781504
25,250,100,12,20,4,75.25,16.576202,105.40783,3.695484
25,250,100,12,20,4,100.0,12.09045,199.98505,3.8482208
25,200,100,12,20,6,1.0,7.013511,4.1952076,4.682838
25,200,100,12,20,6,25.75,36.522953,17.01007,3.8398564
25,200,100,12,20,6,50.5,27.50216,44.72022,3.8761404
25,200,100,12,20,6,75.25,15.318022,111.19152,3.602366
25,200,100,12,20,6,100.0,13.308231,179.16913,3.794928
30,200,250,12,20,2,1.0,15.698016,3.2504973,8.121098
30,200,250,12,20,2,25.75,8.782997,126.348755,6.858935
30,200,250,12,20,2,50.5,4.56483,460.68442,6.627606
30,200,250,12,20,2,75.25,3.6130853,780.7808,5.966518
30,200,250,12,20,2,100.0,2.3724046,1503.547,5.6770906
30,250,100,12,15,6,1.0,8.156734,3.2039526,4.159322
30,250,100,12,15,6,25.75,34.20917,19.020771,4.021739
30,250,100,12,15,6,50.5,20.845419,61.61853,4.0480947
30,250,100,12,15,6,75.25,13.062656,144.85272,4.001949
30,250,100,12,15,6,100.0,11.1989355,224.60864,4.003347
30,200,350,8,15,4,1.0,12.452657,3.8839784,7.6976647
30,200,350,8,15,4,25.75,7.134706,150.70892,6.6459665
30,200,350,8,15,4,50.5,4.7374144,419.42917,6.2622237
30,200,350,8,15,4,75.25,3.505946,806.73944,5.982076
30,200,350,8,15,4,100.0,2.9008074,1248.2745,5.763006
35,200,250,12,15,4,1.0,12.173008,3.5816686,6.9391055
35,200,250,12,15,4,25.75,7.7006927,143.0029,6.8064036
35,200,250,12,15,4,50.5,4.1994386,538.3918,7.125549
35,200,250,12,15,4,75.25,2.891651,1014.70123,6.205796
35,200,250,12,15,4,100.0,2.306296,1534.1349,5.63117
35,250,250,16,20,2,1.0,18.57516,2.714681,8.025488
35,250,250,16,20,2,25.75,4.819936,268.76868,8.006872
35,250,250,16,20,2,50.5,2.5975444,886.66174,7.2585487
35,250,250,16,20,2,75.25,1.8010088,1597.5789,6.0854354
35,250,250,16,20,2,100.0,1.7303464,1883.1136,5.185966
35,250,350,12,15,6,1.0,19.875715,2.8455215,9.00129
35,250,350,12,15,6,25.75,3.9851313,330.14752,8.131931
35,250,350,12,15,6,50.5,2.7442405,865.23773,7.4831796
35,250,350,12,15,6,75.25,1.9297925,1495.3875,6.103486
35,250,350,12,15,6,100.0,1.5537612,2029.1509,5.017859
40,200,100,16,15,6,1.0,11.632643,2.6453714,4.897621
40,200,100,16,15,6,25.75,23.364876,33.40023,4.82343
40,200,100,16,15,6,50.5,12.730912,113.24701,4.543755
40,200,100,16,15,6,75.25,7.702768,281.6325,4.588208
40,200,100,16,15,6,100.0,6.574633,437.6364,4.5793624
40,200,250,8,15,2,1.0,12.150796,2.7141287,5.248744
40,200,250,8,15,2,25.75,20.144348,40.12248,4.995557
40,200,250,8,15,2,50.5,9.338363,172.57866,5.0790977
40,200,250,8,15,2,75.25,6.144958,401.8389,5.222571
40,200,250,8,15,2,100.0,5.246971,597.48254,4.9894648
40,200,100,12,15,4,1.0,10.189772,2.7177384,4.407499
40,200,100,12,15,4,25.75,26.536455,25.239132,4.1396203
