"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,3.97943764312136,8.92133553960351,5.65030263115872
25.75,13.0129601232693,68.2238473918097,5.48725577724708
50.5,8.21045607505067,206.86956755374,5.35294328639171
75.25,6.16263610980068,398.390429309912,5.19264997042884
100,5.09190487357079,620.63776147535,5.02965977904124
