"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,9.96296600808939,0.00609229088041621,9.66027325083392
25.75,4.08098022701885,0.339161680972564,8.55488484296988
50.5,2.64629160239898,0.881513732594079,7.35183132681816
75.25,2.10725340881929,1.43317625327821,6.38748651127752
100,1.8386067557905,1.92109570006672,5.62157466313576
