tCu,wCu,tLam,nLam,aln,tsu,freq,real_Q,real_R,real_L,pre_Q,pre_R,pre_L,,er_Q,err_R,err_L,,total,
10,200,100,8,15,6,1,1.66240641228348,13.0523277926542,3.45338747099187,1.6770307,12.894348,3.4416008,,0.879705925606483,1.21035722641834,0.341307515906549,,,
10,200,100,8,15,6,25.75,22.070869296377,24.6579529769882,3.36371628024652,22.749657,23.59726,3.3180249,,3.07549147479399,4.30162624601516,1.35836011244002,,,
10,200,100,8,15,6,50.5,24.5842813088735,43.1936767617731,3.34662032408976,24.933268,42.099655,3.3081598,,1.41955213879097,2.53282851517128,1.1492347611981,,,
10,200,100,8,15,6,75.25,22.4227131317624,70.3260390605784,3.33516976986994,22.690737,68.479004,3.2863936,,1.19532309343036,2.62638858273728,1.46247937093296,,,
10,200,100,8,15,6,100,19.7021596934949,106.017991700103,3.32440203613327,20.17805,102.08865,3.2785103,,2.41542203447993,3.70629705118172,1.38045084903894,,,
10,200,150,12,20,2,1,2.49252119110915,13.257962854014,5.25939499616662,2.3821812,13.726314,5.2041383,,4.42684264842897,3.53260264146993,1.05062837468747,,,
10,200,150,12,20,2,25.75,14.622518706885,56.2063528732285,5.07984533416827,14.801497,55.263866,5.0558014,,1.22399086438322,1.67683335610521,0.47332020143496,,,
10,200,150,12,20,2,50.5,10.3578468431972,153.358953360956,5.0061905312682,10.16841,152.40744,4.884138,,1.82892106887657,0.620448522960673,2.43803208259597,,,
10,200,150,12,20,2,75.25,7.81194375495611,297.60880140082,4.91720716649907,7.6893034,294.1404,4.7836037,,1.56990831991467,1.16542299303466,2.71705994836481,,,
10,200,150,12,20,2,100,6.33671970170783,477.495465302148,4.81563852493551,6.477584,456.4588,4.705812,,2.22298452390446,4.40562619559884,2.28062227608707,,,
15,200,350,8,20,6,1,4.72964888906003,9.0039952627986,6.77773042013197,4.5581865,9.137575,6.628926,,3.62526676042768,1.48356072279719,2.19549039144394,,,
15,200,350,8,20,6,25.75,8.75695769434263,120.632849823932,6.52922654416739,9.148947,112.231674,6.3464317,,4.47631836694395,6.96425213877798,2.79964009413461,,,
15,200,350,8,20,6,50.5,5.26441642533004,374.577053441251,6.21469984367247,5.514178,346.6345,6.02395,,4.74433544938083,7.45976113179969,3.06933316927097,,,
15,200,350,8,20,6,75.25,3.96035888791145,700.312680005713,5.86597436480454,4.2105246,642.12335,5.718315,,6.31674348635809,8.30904989543219,2.51721803781631,,,
15,200,350,8,20,6,100,3.29306389834825,1055.82305638839,5.53364674134851,3.595735,949.27094,5.432477,,9.19117001657833,10.0918535301614,1.82826526660167,,,
10,250,250,12,20,2,1,4.16117963646623,10.806656832615,7.15694956486041,3.9875238,11.170154,7.088961,,4.17323575614011,3.36364125386076,0.949965683623422,,,
10,250,250,12,20,2,25.75,7.74424723344601,143.945302712299,6.8900060760767,8.501577,128.57343,6.7560654,,9.77925605581416,10.6789679292436,1.94398487603321,,,
10,250,250,12,20,2,50.5,4.59823799609335,447.957650488799,6.49168080420603,4.7960443,414.59546,6.2666626,,4.30178481572084,7.44762154466948,3.46625490366437,,,
10,250,250,12,20,2,75.25,3.45204132867883,828.766847422007,6.05092798061253,3.6182132,768.45276,5.8806424,,4.81372774829343,7.27756999566552,2.81420603844787,,,
10,250,250,12,20,2,100,2.87474452310511,1231.98611633843,5.63670362616637,3.0973313,1124.675,5.5441456,,7.74283680187575,8.71041604408401,1.64205947846366,,,
20,200,100,12,15,2,1,4.02524190422373,6.70139415024307,4.29316202395863,3.9569736,6.6984153,4.2184734,,1.69600500660831,0.0444512018885245,1.73971127904839,,,
20,200,100,12,15,2,25.75,23.6975933082117,28.5584958590955,4.18294804292526,24.095806,26.715261,3.978726,,1.68039296906285,6.45424348743652,4.88225148458793,,,
20,200,100,12,15,2,50.5,17.0850586400714,77.11396258664,4.15219984280292,17.726421,70.161194,3.9196453,,3.75393712974648,9.01622527674978,5.60075506014026,,,
20,200,100,12,15,2,75.25,12.8852600761786,151.048989046698,4.11646700840899,13.2401495,139.18878,3.8977196,,2.75422786752667,7.85189568069954,5.31395995551865,,,
20,200,100,12,15,2,100,10.386591029279,246.482430845211,4.07454512310246,10.760681,227.74986,3.900478,,3.60166265973571,7.59996190437399,4.2720627172714,,,
10,250,100,8,15,6,1,1.98154855748022,10.4375734318478,3.29173143339234,2.0209951,10.369868,3.3354828,,1.99069270197148,0.648670232500718,1.32912928934093,,,
10,250,100,8,15,6,25.75,28.3922075870693,18.4896032980723,3.24466342441176,27.736128,18.92562,3.2444339,,2.31077342280387,2.35817229228037,0.00707390510932396,,,
10,250,100,8,15,6,50.5,29.6687677883919,34.6088227328785,3.23604900258643,28.657537,35.684296,3.222884,,3.408401709179,3.10751184870498,0.406823338457108,,,
10,250,100,8,15,6,75.25,25.671070524945,59.4641212539292,3.22858788346715,25.39224,59.559288,3.1986296,,1.08616633137312,0.160040616196803,0.927906705608349,,,
10,250,100,8,15,6,100,21.7994341779435,92.8191936945752,3.22035051406585,22.208155,90.20383,3.1882865,,1.87491481989951,2.81769706293846,0.995668450555339,,,
20,200,250,12,20,6,1,6.41278489325926,6.8857269558245,7.02775481585167,6.3840857,6.8509088,6.960927,,0.447530889261959,0.505656934233334,0.950912739598345,,,
20,200,250,12,20,6,25.75,8.08630053273813,135.158081696511,6.75514686579514,8.587394,119.74034,6.355429,,6.19681973521942,11.4071918622895,5.91723427686113,,,
20,200,250,12,20,6,50.5,4.74580959492312,426.293631528117,6.37599412567809,4.993079,382.73975,6.0228314,,5.21026813510173,10.2168736070467,5.53894371162913,,,
20,200,250,12,20,6,75.25,3.55373272383771,792.511788055839,5.95667793787962,3.7663095,718.2533,5.7214646,,5.98178852158377,9.3700168470689,3.94873351107091,,,
20,200,250,12,20,6,100,2.95588674123614,1182.06523034879,5.56095478780755,3.1882038,1073.0442,5.44482,,7.8594709168967,9.22292844335006,2.08839654769674,,,
15,200,150,8,20,4,1,2.83945713297626,8.81087589502275,3.98175498330497,2.7400348,9.11735,3.9759855,,3.50145567691834,3.47836138686707,0.144897999227991,,,
15,200,150,8,20,4,25.75,24.3579902316693,25.7358085992799,3.87455801611286,22.252676,27.174057,3.737488,,8.64321814585529,5.58851063556769,3.53769424906883,,,
15,200,150,8,20,4,50.5,20.5174045079747,59.5804850274509,3.85261142924838,19.826475,59.363228,3.7092967,,3.36752881050891,0.364644610312924,3.71993729137485,,,
15,200,150,8,20,4,75.25,16.2861927375304,111.243966380439,3.83186025783882,16.049812,108.524185,3.6839178,,1.45141802838718,2.44487990578988,3.86085211578827,,,
15,200,150,8,20,4,100,13.3335827801856,179.467738319999,3.80849494050103,13.497002,171.3191,3.6801295,,1.22562121905637,4.54044743432918,3.37050311229093,,,
10,250,350,8,15,2,1,4.13682183701474,10.7757595981181,7.09471318074591,4.029583,11.191018,7.1771145,,2.59230010959638,3.85363461481102,1.16144680066441,,,
10,250,350,8,15,2,25.75,7.69198320875013,143.234531809015,6.80971535113325,7.962676,139.93083,6.88677,,3.51915473426853,2.30649813790718,1.13153993806697,,,
10,250,350,8,15,2,50.5,4.76308863324873,426.080172009294,6.39600421146588,4.6205344,440.0836,6.408496,,2.99289482571518,3.28657114567643,0.19530613365962,,,
10,250,350,8,15,2,75.25,3.68839869953999,768.484551333394,5.99496468353908,3.5164099,805.42413,5.9901476,,4.66296660286319,4.80680823088927,0.0803521587425933,,,
10,250,350,8,15,2,100,3.11425853578506,1137.54427621413,5.63823411030911,3.0167696,1169.7899,5.6165524,,3.13040599118032,2.83466977594815,0.384547890082584,,,
15,200,350,8,15,2,1,4.95869376504012,9.1383452079551,7.21198774030941,5.096374,9.074058,7.3600874,,2.77654240176224,0.703488503576506,2.05352068005923,,,
15,200,350,8,15,2,25.75,7.7332607484397,143.568915933065,6.86224110985664,7.441003,148.80957,6.8439274,,3.77923049470002,3.6502706960456,0.266876514005535,,,
15,200,350,8,15,2,50.5,4.80692699926242,425.529341967636,6.44652679382788,4.4153533,459.199,6.389914,,8.14602966349404,7.91241747905713,0.878190623237356,,,
15,200,350,8,15,2,75.25,3.72871824271105,766.745455942382,6.04678331083349,3.3939207,831.7098,5.9701734,,8.97889089274893,8.47273936273576,1.26695313682292,,,
15,200,350,8,15,2,100,3.15146306832827,1134.75103875404,5.69158128488456,2.9229176,1201.9856,5.5915976,,7.25204336440168,5.92504954388794,1.75669431534066,,,
20,250,350,8,20,4,1,7.49015204640443,5.5264900503857,6.58809962409202,6.7160673,5.6492753,6.038484,,10.3347000382458,2.22175826781288,8.34255180480469,,,
20,250,350,8,20,4,25.75,9.23798221992876,112.079380790439,6.3994955767308,11.115196,86.420525,5.937139,,20.3206039520361,22.8934667638955,7.22489094940505,,,
20,250,350,8,20,4,50.5,5.35583248978489,361.31175195877,6.09870780748164,6.296677,288.81113,5.731312,,17.5667277124438,20.0659462543702,6.0241582164493,,,
20,250,350,8,20,4,75.25,3.9879992637595,682.73792385092,5.75867705359425,4.63218,564.0466,5.5260386,,16.1529803200924,17.3846097755128,4.0397898932195,,,
20,250,350,8,20,4,100,3.29929888159458,1034.53277637404,5.43232877146505,3.8379679,870.285,5.3159766,,16.3267723761079,15.8765174120163,2.14184701184187,,,
20,250,250,12,20,2,1,7.836181954173,5.5970968078776,6.98051495497559,7.7202234,5.2340927,6.431191,,1.47978383926178,6.48557851217961,7.86939013122579,,,
20,250,250,12,20,2,25.75,8.20031331495045,133.123971276897,6.74729361189359,10.210053,98.73558,6.2308116,,24.5080841165603,25.8318550348602,7.65465446743235,,,
20,250,250,12,20,2,50.5,4.72667651021104,427.471305426547,6.36783206577043,5.318867,353.31555,5.922574,,12.5286866683102,17.3475399366401,6.99230226506545,,,
20,250,250,12,20,2,75.25,3.52098042877794,798.171548878419,5.94392719925321,3.8397894,698.5395,5.6729875,,9.054551073796,12.4825357429015,4.55826072848353,,,
20,250,250,12,20,2,100,2.92109243617831,1192.29697779319,5.54306376978928,3.1713479,1077.3512,5.437773,,8.56718742352095,9.64070025623498,1.89950493377209,,,
20,250,100,16,20,4,1,5.29339258341131,5.36175826660328,4.51711831736859,5.622137,5.0535383,4.52186,,6.2104673214476,5.74848680745431,0.104971406508838,,,
20,250,100,16,20,4,25.75,23.0934987743686,31.196845669689,4.45290385672834,24.53124,29.31784,4.445233,,6.22574015171379,6.02306300317616,0.172266390093943,,,
20,250,100,16,20,4,50.5,14.5553540798967,96.324510050176,4.41863712293316,15.149898,91.400604,4.364026,,4.08470942609676,5.11178935414373,1.23592685739508,,,
20,250,100,16,20,4,75.25,10.4858013137079,197.104588910173,4.37131383295087,10.766004,190.4747,4.337158,,2.67221052458621,3.36364005872762,0.781363092565084,,,
20,250,100,16,20,4,100,8.27019828873713,327.676180258012,4.31301458216291,8.63365,315.30188,4.332523,,4.39471580455138,3.77638076965756,0.452315137485744,,,
20,250,100,12,15,6,1,4.8242407860957,5.31408783164275,4.08016603123449,5.0118155,4.898074,3.9069748,,3.88817064116954,7.82850876429995,4.24471038454505,,,
20,250,100,12,15,6,25.75,27.747454483315,23.5016786391448,4.03055571981208,33.600727,19.059471,3.9582446,,21.0948089678088,18.9016610572905,1.79407319582847,,,
20,250,100,12,15,6,50.5,18.5532535111068,68.5371588672331,4.00751290544702,23.256348,53.17066,3.8971055,,25.3491630784742,22.4206826212338,2.75501060263471,,,
20,250,100,12,15,6,75.25,13.6023132938714,138.217657087354,3.97639874320055,16.738451,109.31852,3.8701034,,23.0559143755467,20.9084263880191,2.6731560405583,,,
20,250,100,12,15,6,100,10.8187630669765,228.721835042095,3.93826892028316,13.223696,183.82872,3.8688886,,22.2292781359117,19.6278221682826,1.76169585387712,,,
10,250,350,8,20,4,1,3.95558930833978,10.7087867341047,6.74173372895951,3.6841617,11.129233,6.525654,,6.86187536627007,3.92618021382653,3.20510624783839,,,
10,250,350,8,20,4,25.75,8.67290730058508,121.831829400577,6.53082983827971,9.72415,106.57622,6.405529,,12.1209954514791,12.5218585944543,1.91860516017849,,,
10,250,350,8,20,4,50.5,5.19972405180519,379.270599372027,6.21524464210299,5.6704526,338.97128,6.0577226,,9.05295249334216,10.6254793909025,2.53444636814313,,,
10,250,350,8,20,4,75.25,3.90492654406404,709.70949125661,5.86147759661022,4.2609615,638.44916,5.7537007,,9.11758395243505,10.0407747302966,1.83873255222453,,,
10,250,350,8,20,4,100,3.24364563587445,1070.0029831361,5.52380733169875,3.61494,951.2997,5.4731646,,11.4468226744335,11.0937338499926,0.916808437689952,,,
15,200,100,12,15,4,1,3.0717685733883,8.82670237606711,4.31526139050411,3.0217261,8.8750515,4.268214,,1.62910949157543,0.547759762059991,1.0902558674114,,,
15,200,100,12,15,4,25.75,21.7075200469846,31.3358147195301,4.20430389109536,21.747753,30.068623,4.0417643,,0.185341084234017,4.04390864214652,3.86602860558239,,,
15,200,100,12,15,4,50.5,16.4801107437881,80.3259509209284,4.17200437171383,16.832024,75.032486,3.9802866,,2.13538162262987,6.58998102137528,4.59533966487848,,,
15,200,100,12,15,4,75.25,12.6414771333025,154.67662012799,4.13557712480813,12.91485,144.87904,3.9573865,,2.16250730681884,6.33423468904531,4.30872450036576,,,
15,200,100,12,15,4,100,10.2646872935008,250.553067065384,4.0932246275069,10.659106,233.41911,3.9598348,,3.84248146311219,6.83845433067988,3.25879568422672,,,
10,250,100,12,20,2,1,2.33885595323254,10.5145697178918,3.913948543308,2.2209318,11.345354,4.0102687,,5.04195878628425,7.90126752114756,2.46094591245168,,,
10,250,100,12,20,2,25.75,24.514999762334,25.3602312416438,3.84262497299533,21.286768,29.333931,3.8594291,,13.1683940184817,15.6690202092125,0.437308535773427,,,
10,250,100,12,20,2,50.5,20.6853988285995,58.6898564651937,3.82609456457157,19.07177,63.383274,3.8097308,,7.80081081331874,7.99698247275448,0.427688450857777,,,
10,250,100,12,20,2,75.25,16.2756491149904,110.615656375026,3.80775104918521,15.260762,117.07654,3.7788494,,6.23561682744596,5.84084010953144,0.759021501455415,,,
10,250,100,12,20,2,100,13.2308228195594,179.780898658085,3.78573780685457,12.748207,186.1209,3.7762809,,3.64766293178636,3.52651554711199,0.249803534662301,,,
20,200,250,12,20,2,1,6.46005387307443,6.9720390950887,7.16829855519125,6.5507154,6.7824707,7.0712605,,1.40341750559462,2.71898066696495,1.353711127461,,,
20,200,250,12,20,2,25.75,7.97068278501311,139.345459432234,6.86485305808935,8.399797,124.64439,6.4711967,,5.38365691573792,10.5500886014757,5.73437413384219,,,
20,200,250,12,20,2,50.5,4.68528562703648,438.281032161259,6.4716869454747,4.758903,406.284,6.093478,,1.57124621258329,7.30057424649995,5.84405501473091,,,
20,200,250,12,20,2,75.25,3.51249268164219,812.910024952785,6.03909045755387,3.5775363,761.59326,5.762629,,1.85177946982653,6.31272384121054,4.57786581434733,,,
20,200,250,12,20,2,100,2.92432500626418,1210.20796873921,5.63255936717369,3.0337784,1130.6771,5.459371,,3.7428600959661,6.57166956370853,3.07477215744985,,,
10,250,100,16,15,6,1,3.00502712250966,10.5254893674765,5.03397233737673,3.0301447,10.231659,4.9343452,,0.835851939644499,2.79160766039465,1.97909584518391,,,
10,250,100,16,15,6,25.75,15.7727853668592,50.8214002688613,4.95447816437535,16.955002,46.389008,4.861341,,7.49529398672223,8.72150756455458,1.87985820676418,,,
10,250,100,16,15,6,50.5,10.2720290668758,150.655293621806,4.87718679632628,10.776748,139.1978,4.727688,,4.91352711171511,7.60510523484695,3.06526697806386,,,
10,250,100,16,15,6,75.25,7.64046825983982,295.562116269208,4.77619853204914,7.9049273,279.63025,4.6751494,,3.46129361665228,5.39036141380742,2.11568115041874,,,
10,250,100,16,15,6,100,6.2313082917593,470.412305293833,4.66528353886617,6.514081,448.0903,4.645568,,4.53793481241584,4.74520012394022,0.422601085269978,,,
20,200,100,12,20,2,1,3.74555734447515,6.68875393593467,3.9873265239368,3.5777242,7.119479,4.0539203,,4.4808590295036,6.43954117898256,1.67013600876232,,,
20,200,100,12,20,2,25.75,26.9605185864235,23.2781965307429,3.8790061696915,24.54564,24.874609,3.773756,,8.95709249316725,6.85797315590475,2.71332823633716,,,
20,200,100,12,20,2,50.5,21.3196157779281,57.4250436500807,3.85841965357046,20.108047,58.967407,3.7368917,,5.6828827993346,2.6858723161234,3.14968211034281,,,
20,200,100,12,20,2,75.25,16.5159395173347,109.877638060103,3.8381878504934,15.698787,112.09348,3.7218578,,4.9476599044035,2.01664504171899,3.03085870271946,,,
20,200,100,12,20,2,100,13.3647260448589,179.356477442701,3.81502385844578,12.9910345,180.36208,3.7291415,,2.79610329163949,0.560672562060246,2.25116176549333,,,
15,200,350,16,20,4,1,7.23644504963033,10.1389868813611,11.6772334156777,6.9187846,10.326282,11.370877,,4.38973069582774,1.84727646687474,2.62353594188149,,,
15,200,350,16,20,4,25.75,2.76936857582085,555.731057084642,9.51236105655017,2.9325151,489.1426,8.865819,,5.89110909987099,11.9821370851513,6.79686202727727,,,
15,200,350,16,20,4,50.5,1.83181679689907,1264.05022964959,7.29751711766414,1.8769841,1199.4846,7.095518,,2.46571071830928,5.10783734183477,2.76805267335635,,,
15,200,350,16,20,4,75.25,1.56535003720262,1787.05891584069,5.91648769839607,1.5521002,1813.4554,5.953059,,0.846445643959498,1.47709087402373,0.618125203130973,,,
15,200,350,16,20,4,100,1.47855749600697,2155.34892027755,5.07196134888056,1.4192852,2306.6658,5.2104425,,4.00879209412162,7.02052824481729,2.73032741367409,,,
10,200,100,8,20,2,1,1.611671179887,13.0977278294693,3.35963837333252,1.5395058,13.796647,3.380455,,4.47767390691071,5.33618639530869,0.619609147005649,,,
10,200,100,8,20,2,25.75,21.7517599885899,24.1546702815461,3.24741965133637,21.037582,24.659824,3.2064826,,3.28331127671751,2.0913293891651,1.26060243921735,,,
10,200,100,8,20,2,50.5,25.8717217124315,39.6141062905831,3.23001059705942,25.550596,39.968945,3.2184916,,1.24122281462698,0.895738267611118,0.356624125936518,,,
10,200,100,8,20,2,75.25,24.7541725339479,61.4989778450706,3.21980772894695,24.6572,61.502407,3.2073722,,0.391742175243037,0.0055759543484421,0.386219612902703,,,
10,200,100,8,20,2,100,22.4188753036466,90.0006339783408,3.21128996164412,22.526861,89.27501,3.2007415,,0.481673120934102,0.806243185481818,0.328480510016593,,,
15,200,150,12,15,2,1,3.85042067776802,8.95232698806887,5.4861066901231,3.858437,8.922745,5.479363,,0.208193413209765,0.330439092632506,0.122923058263543,,,
15,200,150,12,15,2,25.75,14.0759468941094,61.1485906000183,5.31994288163939,14.279696,58.08599,5.1266484,,1.44749839867516,5.00845656452037,3.63339392809091,,,
15,200,150,12,15,2,50.5,9.02786837574213,183.107627824102,5.20979228655248,8.7548485,179.82303,4.9616117,,3.02418981291015,1.79380720679604,4.7637328496394,,,
15,200,150,12,15,2,75.25,6.75869502449169,355.078413010926,5.07575612751155,6.427503,357.83658,4.864525,,4.9002362629404,0.776776871814271,4.16156966972147,,,
15,200,150,12,15,2,100,5.55770490275096,557.947195719341,4.93524496497379,5.319311,564.8813,4.7822523,,4.28943074384824,1.24278862477642,3.10000143983942,,,
10,250,150,16,20,6,1,3.54081827648826,10.610991474641,5.97970467338249,3.4952202,10.786517,6.00034,,1.28778358355865,1.65418590504464,0.345089393952241,,,
10,250,150,16,20,6,25.75,11.3329140109625,83.5141966620122,5.84985093674695,11.817619,78.884384,5.7618794,,4.27696697044235,5.54374327606763,1.50382527175762,,,
10,250,150,16,20,6,50.5,6.83567640250604,263.890934889536,5.68505565272757,6.8393145,256.4928,5.5286164,,0.0532222018676349,2.80348201147299,2.75176290758937,,,
10,250,150,16,20,6,75.25,4.99910460632843,517.553191978556,5.47218590666457,5.0473847,504.50226,5.38571,,0.965774823164368,2.52166003047215,1.58028086288608,,,
10,250,150,16,20,6,100,4.05543879913909,812.419326151811,5.24370473791649,4.233659,780.4912,5.259008,,4.39459722333238,3.93000574014469,0.291840651760083,,,
20,200,150,12,20,6,1,4.65282151392866,6.69401723976487,4.95705058900582,4.7459927,6.602436,4.9871387,,2.00246636997408,1.36810582471829,0.60697607284687,,,
