tCu,wCu,tLam,nLam,aln,tsu,freq,real_Q,real_R,real_L,pre_Q,pre_R,pre_L,,er_Q,err_R,err_L,,total,
10,250,250,12,20,4,50.5,4.62959716536112,441.830641731896,6.44655643020871,4.8300614,407.6445,6.2053013,,4.33005783178639,7.73738589018917,3.74238762695355,,,
10,250,250,12,20,4,75.25,3.4737622128157,818.379327380279,6.01268378606239,3.6311445,760.7378,5.842408,,4.53060047126058,7.0433752969782,2.83194314088321,,,
10,250,250,12,20,4,100,2.89154096122256,1217.72602770689,5.60401216344496,3.0952613,1121.6492,5.525535,,7.04539003629767,7.88985580671318,1.40037460940695,,,
20,200,350,16,20,4,1,9.12092118026846,7.9476367836026,11.537105007839,9.008847,7.7619023,11.129034,,1.2287594427514,2.33697750236654,3.53703123584063,,,
20,200,350,16,20,4,25.75,2.79910401881054,545.045137932994,9.42962465249769,3.0711033,456.02087,8.656099,,9.71736953545028,16.3333752999992,8.20314361391682,,,
20,200,350,16,20,4,50.5,1.84480474212614,1246.186669351,7.24539823684323,1.9103243,1172.6763,7.06015,,3.55157141445488,5.89882488385816,2.55677094326207,,,
20,200,350,16,20,4,75.25,1.57493870420656,1764.80163360315,5.87859012015377,1.5507613,1827.3646,5.9935417,,1.53513302720821,3.54504241188381,1.95542770454667,,,
20,200,350,16,20,4,100,1.48720454683248,2130.02661876352,5.0416868474014,1.3979591,2373.517,5.280884,,6.00088582451951,11.4313304393269,4.7443873417463,,,
10,250,100,12,20,4,1,2.32527859199715,10.4869164044813,3.88099363925176,2.2965918,10.840077,3.9621997,,1.23369268937841,3.36763050163904,2.09240386088075,,,
10,250,100,12,20,4,25.75,24.7393540504397,24.9652989448352,3.81740312800926,22.457977,27.632992,3.8356738,,9.22165164776868,10.6856042904172,0.478615209818506,,,
10,250,100,12,20,4,50.5,20.915336510937,57.6710106843378,3.80146654170404,19.65392,61.121517,3.7859259,,6.0310600801349,5.98308625896733,0.408806483854349,,,
10,250,100,12,20,4,75.25,16.4599096252957,108.684957121539,3.78364613325301,15.694941,113.20835,3.7579548,,4.64746552508461,4.16193095922431,0.679009937721685,,,
10,250,100,12,20,4,100,13.3791098598462,176.68226604494,3.76218642636679,13.104343,180.17287,3.7577221,,2.05370060283934,1.97563911375923,0.118663082071171,,,
10,250,150,16,15,6,1,3.83820455838821,10.653208607161,6.50771731827536,3.741004,10.711091,6.3773756,,2.53244862043068,0.543332952290934,2.00287922631991,,,
10,250,150,16,15,6,25.75,9.05434559582428,112.808574630153,6.31309140212727,10.143136,97.71808,6.1261873,,12.0250590465406,13.3770812011655,2.96057969419373,,,
10,250,150,16,15,6,50.5,5.5729163632165,342.557982101632,6.01652008053815,5.636822,328.127,5.8291473,,1.1467180308914,4.21271225767278,3.11430491430174,,,
10,250,150,16,15,6,75.25,4.26955919654924,631.981972624544,5.70691437893386,4.1524377,640.74054,5.627285,,2.74317537613486,1.3858887998154,1.3953140637224,,,
10,250,150,16,15,6,100,3.58541851008546,950.415598139022,5.42342380694677,3.493645,979.68524,5.4473505,,2.55963173691744,3.07966766520772,0.441173212806679,,,
20,250,250,16,20,6,1,9.25266302745086,5.8163422109956,8.56518658922679,9.41596,5.3695736,8.046824,,1.76486458076632,7.68126418268511,6.05197077526345,,,
20,250,250,16,20,6,25.75,4.99317505069131,258.458800079986,7.97647510026176,6.1970468,190.6697,7.3031397,,24.1103453631575,26.2282035121293,8.44151572966941,,,
20,250,250,16,20,6,50.5,2.96343328159097,753.204898115962,7.03456169931239,3.360435,639.35516,6.7712126,,13.3966815070624,15.1153741034799,3.74364616544812,,,
20,250,250,16,20,6,75.25,2.29738138965537,1270.84633645243,6.17503988871683,2.5131547,1186.8094,6.3083224,,9.39214147534285,6.61267487987723,2.15840729266716,,,
20,250,250,16,20,6,100,1.98237773998728,1737.10813069368,5.48066676674835,2.1352181,1738.7128,5.9086757,,7.70995138462868,0.0923759021080125,7.80943179848872,,,
15,200,100,8,15,4,1,2.45944191064698,8.77535099874117,3.4349561523007,2.3891225,8.9922,3.4192,,2.85916127323706,2.47111484532001,0.458700245420799,,,
15,200,100,8,15,4,25.75,27.6164326830118,19.5745803515721,3.34120357129739,27.125027,19.340519,3.2425091,,1.77939594390151,1.19574135112072,2.95385986490691,,,
15,200,100,8,15,4,50.5,28.0858866591337,37.580929993672,3.32647616195637,27.707905,36.976513,3.2289276,,1.34580639636234,1.6083077075894,2.93248943347304,,,
15,200,100,8,15,4,75.25,24.3757709005193,64.3204260054961,3.31604869193428,24.377687,62.27169,3.2106767,,0.00786067233943994,3.18520279284382,3.17763705311624,,,
15,200,100,8,15,4,100,20.8381706366191,99.679081802404,3.30585461664888,21.266413,94.71526,3.2057836,,2.05508617262374,4.979802896102,3.02708461965944,,,
10,200,100,8,15,2,1,1.70112756146258,13.1110557904426,3.54972474542649,1.6468822,13.397942,3.511728,,3.18878858302321,2.18812439015421,1.07041385322751,,,
10,200,100,8,15,2,25.75,21.5424537977502,25.7870879924378,3.43352623915807,21.055706,25.733316,3.3489497,,2.25948168356305,0.208522933855778,2.46325594351097,,,
10,200,100,8,15,2,50.5,23.7713699203309,45.5784120573997,3.41461822758387,23.71185,44.753796,3.3444443,,0.250384898011273,1.80922506988881,2.05510317425804,,,
10,200,100,8,15,2,75.25,21.6190924214784,74.4017513296256,3.40199948834466,21.605183,72.69856,3.3219807,,0.0643386003779691,2.28918177218688,2.35211053437269,,,
10,200,100,8,15,2,100,18.9835993242314,112.209942030687,3.39023675980356,19.11377,108.894875,3.312637,,0.685700712206062,2.95434341261883,2.28891860071909,,,
20,250,150,12,20,6,1,5.63916947867187,5.36296981033317,4.81327450821993,5.7847915,5.019274,4.621136,,2.58233099535123,6.40868441345595,3.99184604767094,,,
20,250,150,12,20,6,25.75,19.6787771091846,39.0131290545585,4.74517014572242,23.640593,31.166386,4.5539455,,20.132429311201,20.1130830689974,4.02987964287858,,,
20,250,150,12,20,6,50.5,11.9497886249469,124.596788284515,4.69240862654152,14.133618,100.30952,4.468115,,18.2750460580871,19.4926920821228,4.77992528768393,,,
20,250,150,12,20,6,75.25,8.58832415495091,254.29911017414,4.61920137535054,9.932409,211.2817,4.438436,,15.6501410612717,16.9160679110054,3.91334693298194,,,
20,250,150,12,20,6,100,6.81553456378465,417.809912606213,4.53209281796231,7.897773,352.16223,4.4265695,,15.8789956398429,15.7123324807485,2.32835738809415,,,
15,200,100,8,20,2,1,2.34951122033649,8.7942466651226,3.28848827528648,2.195445,9.5845,3.3489778,,6.5573732529111,8.98602648947172,1.83943257964788,,,
15,200,100,8,20,2,25.75,27.9456510271355,18.4483426328449,3.18650413016237,25.445595,19.798756,3.11382,,8.94613628685165,7.31997119757991,2.28099908844826,,,
15,200,100,8,20,2,50.5,30.7625072955465,32.7228647516918,3.17250124049531,28.382376,34.82118,3.1147332,,7.73711737043967,6.41238248616271,1.82089890960266,,,
15,200,100,8,20,2,75.25,28.0365130166801,53.3571998507798,3.16395760488429,26.408438,55.58322,3.1045594,,5.80698111677258,4.17192085687695,1.8773388364179,,,
15,200,100,8,20,2,100,24.6477894368842,80.4657215203546,3.15652342555361,23.72529,82.119576,3.1008322,,3.74272686500528,2.05535282403083,1.76432163001745,,,
15,250,350,8,20,4,1,5.76636067804518,7.2575449439481,6.66057417343842,5.3252335,7.501386,6.3577037,,7.65001016541898,3.35982839837918,4.5472126809462,,,
15,250,350,8,20,4,25.75,9.02266609055418,115.882768740634,6.46244182666616,10.2752905,96.4371,6.1246514,,13.8830850756762,16.7804661141268,5.22697821854775,,,
15,250,350,8,20,4,50.5,5.29246880573427,369.00589899754,6.15489104507574,5.943573,313.38388,5.8702006,,12.302466356727,15.0734769142297,4.62543435766434,,,
15,250,350,8,20,4,75.25,3.95287831858812,694.753213272668,5.80841498438769,4.412247,602.5636,5.6231046,,11.6211186985375,13.2694043743108,3.19037783777128,,,
15,250,350,8,20,4,100,3.27521688097685,1050.65336093092,5.47670879584589,3.6888316,916.575,5.381174,,12.6286207617429,12.7614269288704,1.74438334056311,,,
10,250,350,12,15,4,1,5.46764443718365,11.2659494341743,9.80365893123814,4.7640896,12.323027,9.343669,,12.8676040526521,9.38294257401108,4.69202299329731,,,
10,250,350,12,15,4,25.75,3.99142635107476,351.095099730097,8.66155338451699,4.216681,322.27643,8.399285,,5.64346248965828,8.20822328544353,3.02796014610738,,,
10,250,350,12,15,4,50.5,2.61758176394293,901.152201284123,7.43407875854188,2.5381613,896.2964,7.1696763,,3.03411587889797,0.538843635648184,3.55662708359227,,,
10,250,350,12,15,4,75.25,2.09168676624785,1459.08147254821,6.45490446447736,2.0206797,1459.6271,6.238108,,3.39472751817546,0.0373952696991594,3.35863165241924,,,
10,250,350,12,15,4,100,1.82818428563511,1951.8367812046,5.67915341832346,1.7964193,1941.8582,5.5519447,,1.7375155166086,0.511240555598179,2.23992396319191,,,
10,200,350,8,20,2,1,3.30858195076372,13.448805378115,7.08183390397872,3.429278,12.809912,6.9914775,,3.64796916118157,4.75055858236048,1.27588990653898,,,
10,200,350,8,20,2,25.75,8.16354458410862,133.907306492566,6.75656472720293,8.829755,123.48081,6.738932,,8.1607984010799,7.7863536842516,0.260971779518929,,,
10,200,350,8,20,2,50.5,5.06234129940616,402.050988204162,6.41447783911243,5.2715526,379.7435,6.3089585,,4.1326984535472,5.54842267738297,1.64501837498016,,,
10,200,350,8,20,2,75.25,3.84445340225811,743.046467922677,6.04177019990282,4.0705304,690.0343,5.9406657,,5.88060184600233,7.13443508733475,1.67342511478583,,,
10,200,350,8,20,2,100,3.21265250019225,1112.86018887084,5.69016015500135,3.532739,997.8228,5.6102853,,9.96330912816108,10.337092657395,1.40373649994973,,,
10,200,350,16,20,6,1,5.12261161653736,14.4015281188093,11.7414068868864,4.646007,15.085541,11.154778,,9.30393815136666,4.74958542973878,4.99624016557664,,,
10,200,350,16,20,6,25.75,2.74637848705492,563.336591122509,9.56249559747859,2.864107,506.18588,8.96071,,4.28668202507392,10.145037979626,6.29318561607773,,,
10,200,350,16,20,6,50.5,1.82811253018998,1273.52030517989,7.33732156267441,1.9042019,1170.3105,7.023328,,4.16218195288626,8.10429207607422,4.27940304908705,,,
10,200,350,16,20,6,75.25,1.56568008051128,1797.50094856214,5.95231329518744,1.6173512,1708.2494,5.843448,,3.30023483928125,4.96531301602562,1.82895774782989,,,
10,200,350,16,20,6,100,1.48083988394922,2166.3916236549,5.10581649867293,1.5082688,2124.7205,5.1003585,,1.85225400450657,1.92352680835229,0.106897666109807,,,
20,200,350,8,20,2,1,6.1875576515101,6.926437564326,6.82101985753635,6.182097,6.7793756,6.670305,,0.0882521314167899,2.12319771831092,2.20956485517088,,,
20,200,350,8,20,2,25.75,8.88695770659444,119.398631223006,6.55836162388024,9.233269,109.54175,6.2514114,,3.89684867239307,8.25543904652968,4.68028817994078,,,
20,200,350,8,20,2,50.5,5.26824069268426,375.87087406476,6.24069612148457,5.430535,348.9684,5.972516,,3.08061678998665,7.15737129983765,4.29727896157799,,,
20,200,350,8,20,2,75.25,3.95091500394359,704.622569417127,5.88800084855438,4.099402,657.012,5.696489,,3.75829386124983,6.75688964327543,3.25257848088457,,,
20,200,350,8,20,2,100,3.28143429154656,1063.09700101611,5.55209306080532,3.4699018,982.6781,5.4268575,,5.74344910513549,7.56458732733189,2.25564592368621,,,
10,200,100,16,20,2,1,2.33417918034939,13.2297050917361,4.91478456826772,2.1631627,14.180457,4.8820205,,7.32662178589869,7.18649358902025,0.666643019904896,,,
10,200,100,16,20,2,25.75,16.2734334733101,47.2025835592785,4.74775020078006,16.028334,48.429794,4.7978206,,1.50613251783702,2.59987981204531,1.05461317682032,,,
10,200,100,16,20,2,50.5,12.2792122912253,121.338585742945,4.69567672393637,11.829397,125.32516,4.672287,,3.66322595095726,3.28549589781813,0.49811188698618,,,
10,200,100,16,20,2,75.25,9.39604611374671,233.302753709556,4.63637581556351,9.090498,239.93628,4.6131444,,3.25187967415021,2.84331247058586,0.50106843119848,,,
10,200,100,16,20,2,100,7.6178162590248,376.729915330752,4.56752289477814,7.683245,374.14273,4.5751133,,0.858891035835722,0.68674804560732,0.166182094687207,,,
10,200,150,12,20,4,1,2.46368622442848,13.1921966515295,5.17276374503652,2.376851,13.583287,5.1383896,,3.52460567289261,2.96455820665134,0.664521844236626,,,
10,200,150,12,20,4,25.75,14.8500929121878,54.6837086128371,5.01914831987684,14.997589,53.95702,5.001641,,0.993233434190484,1.32889416477234,0.348810570261638,,,
10,200,150,12,20,4,50.5,10.5066654039811,149.445745182889,4.94854142696027,10.263983,149.46503,4.8348637,,2.30979473172472,0.0129042262711554,2.29719663133343,,,
10,200,150,12,20,4,75.25,7.91529889643324,290.456359440383,4.86252487785154,7.7641516,289.07498,4.746986,,1.90955892393841,0.475589325379027,2.37610872445737,,,
10,200,150,12,20,4,100,6.41517320516138,466.596420935723,4.76397990966574,6.5214815,451.00238,4.681071,,1.65713834122342,3.34208327283145,1.74032870074712,,,
15,200,100,16,15,2,1,3.69447051473011,8.93301966833127,5.25255521820163,3.569834,9.121994,5.182722,,3.37359614140038,2.11545858718604,1.32950945398228,,,
15,200,100,16,15,2,25.75,15.3956584328809,53.5754779985924,5.09808673618435,15.860996,49.746635,4.876825,,3.02252462372942,7.14663338830686,4.34009360048576,,,
15,200,100,16,15,2,50.5,10.0835632889179,157.682987931107,5.01103715365939,10.134464,148.80588,4.752799,,0.50478892851341,5.62971823884101,5.15338732762752,,,
15,200,100,16,15,2,75.25,7.53929249827618,307.523929662072,4.90369145043488,7.4827757,296.9454,4.699512,,0.749629998956824,3.43990455432083,4.1637907380321,,,
15,200,100,16,15,2,100,6.1680216284396,487.695341153489,4.78756437262272,6.2031393,472.22696,4.662107,,0.569350655297296,3.1717303505306,2.62048429761357,,,
10,250,250,8,15,4,1,3.28874200005401,10.581503740297,5.53856588228883,3.1558447,11.022457,5.5362315,,4.04097676411916,4.16720789904122,0.0421477750457782,,,
10,250,250,8,15,4,25.75,13.0410866062699,67.361692621572,5.42962290977242,13.351096,66.47919,5.485872,,2.37717456443433,1.31009567489607,1.03596679110699,,,
10,250,250,8,15,4,50.5,8.18314102057528,205.532336034087,5.30064778453444,8.054836,208.11958,5.2832165,,1.56791897209978,1.25880142066012,0.32885196758967,,,
10,250,250,8,15,4,75.25,6.12083615947856,397.17537534247,5.14169956331856,5.9063,410.73083,5.1308155,,3.5050139211182,3.4129645237552,0.211682210999027,,,
10,250,250,8,15,4,100,5.04813002420149,619.703811729913,4.97891636990433,4.892042,641.10077,4.9915624,,3.09199690683839,3.45277177017147,0.253991614964866,,,
10,200,250,12,20,6,1,3.40204502643463,13.3537581902084,7.2304228530866,3.2563248,13.777741,7.1404543,,4.28331269287597,3.17500739306846,1.24430555328024,,,
10,200,250,12,20,6,25.75,7.53510162028027,148.653175485349,6.92318923991329,7.668213,145.62714,6.9020715,,1.76655055801064,2.03563460751449,0.305029072317464,,,
10,200,250,12,20,6,50.5,4.59337802219521,450.476841921366,6.5212884646771,4.5292344,444.78836,6.3490243,,1.39643682460419,1.26276900208755,2.64156639612214,,,
10,200,250,12,20,6,75.25,3.47512161441042,827.654844676888,6.08321122490811,3.522003,792.9285,5.906597,,1.34905740838466,4.19575199737338,2.90330580968407,,,
10,200,250,12,20,6,100,2.9048434714766,1227.05957889218,5.6729442672729,3.0751376,1130.5839,5.5333376,,5.86242013366853,7.86234674760297,2.46092083220855,,,
10,200,100,8,20,4,1,1.59126855489171,13.0662792510623,3.30914309942304,1.5719973,13.325579,3.333942,,1.21106238368554,1.98449569273226,0.749405505651404,,,
10,200,100,8,20,4,25.75,22.0052070142608,23.6041785766648,3.21038596744297,22.140093,23.213562,3.176613,,0.61297303702612,1.65486197876407,1.05199087541083,,,
10,200,100,8,20,4,50.5,26.3485322400093,38.4617730435884,3.19384975317895,26.348244,38.34442,3.1840696,,0.00109395091412146,0.30511605238637,0.306218323802351,,,
10,200,100,8,20,4,75.25,25.2860096187613,59.5395213944273,3.18419213611315,25.337996,59.200653,3.1725776,,0.205593456707881,0.56914867048127,0.364756133319506,,,
10,200,100,8,20,4,100,22.9302600428438,87.0298478859366,3.17612316993635,23.197906,85.76692,3.1665673,,1.16721727819973,1.45114339116372,0.300865848868869,,,
20,250,350,16,20,6,1,10.8183365388556,6.5451247499557,11.2693417068099,10.472793,6.153842,10.257207,,3.19405425792156,5.97823211785763,8.98131171404877,,,
20,250,350,16,20,6,25.75,2.82075704346839,532.030034054728,9.2756580361638,3.5307822,388.85284,8.485928,,25.1714396380117,26.9114871135264,8.51400550866379,,,
20,250,350,16,20,6,50.5,1.84621249372707,1225.19579378692,7.12879188515042,2.0739174,1101.7955,7.2014694,,12.3336239488471,10.0718835644633,1.01949272780666,,,
20,250,350,16,20,6,75.25,1.57106695690768,1738.77195026267,5.77764624797485,1.6258869,1821.8286,6.264858,,3.48934479534989,4.77674198302905,8.43270306131887,,,
20,250,350,16,20,6,100,1.48074531551601,2100.08194743066,4.94921978873415,1.4291044,2460.7202,5.5968847,,3.48749477542762,17.172580003869,13.0862022482841,,,
15,250,350,8,15,4,1,5.99205558375066,7.2837209189484,6.94623164352566,5.5420156,7.6759925,6.7705264,,7.51061096581088,5.38559323478632,2.52950452191484,,,
15,250,350,8,15,4,25.75,8.01691841597831,134.930231952567,6.68589619138823,8.6428795,121.94752,6.5144014,,7.80800117379395,9.62179621623337,2.56502324414077,,,
15,250,350,8,15,4,50.5,4.87449754013506,409.39401664879,6.28926798244424,4.978396,393.222,6.169584,,2.1314701466043,3.95023278092108,1.90298748245939,,,
15,250,350,8,15,4,75.25,3.75476337619085,743.250713503929,5.9024393781493,3.7278056,739.61914,5.8314257,,0.717962052197239,0.488606796865156,1.20312422711517,,,
15,250,350,8,15,4,100,3.16138731921963,1104.3648998826,5.55661661974332,3.138856,1103.3013,5.511699,,0.712703536281389,0.0963087366062558,0.80836276491925,,,
10,250,150,16,20,2,1,3.57843262313791,10.688667924901,6.0874661704865,3.4676187,11.071568,6.110272,,3.09671676983365,3.58229928920301,0.374635831638271,,,
10,250,150,16,20,2,25.75,11.1639464654027,86.0208822026524,5.93559876417129,11.57099,81.97482,5.862651,,3.6460541606746,4.70358138518097,1.22898745467132,,,
10,250,150,16,20,2,50.5,6.73561966332476,271.534403074452,5.76409555294987,6.7131667,263.8368,5.582023,,0.333346662178917,2.83485370078184,3.15873585504132,,,
10,250,150,16,20,2,75.25,4.92932361299407,531.731541046888,5.54361907611663,4.9702415,514.13184,5.404624,,0.83009131106888,3.30988472345221,2.50729846708727,,,
10,250,150,16,20,2,100,4.00158047181221,833.414696209333,5.30777911239035,4.187161,787.7891,5.249883,,4.63768077376049,5.47453703622632,1.09077848125216,,,
15,200,250,8,20,2,1,3.84849562031019,8.96039703114088,5.48830681329458,3.8841512,8.856774,5.4750977,,0.926480973543004,1.15645579967886,0.24067738455479,,,
15,200,250,8,20,2,25.75,14.3606261523212,59.9467766688789,5.32086341431733,14.178649,59.06706,5.176345,,1.26719510967693,1.46749619873323,2.71607074010697,,,
15,200,250,8,20,2,50.5,9.18505945472309,180.408680057111,5.22237621055231,9.050805,177.02704,5.0495815,,1.46166124873644,1.8744331237502,3.30873731775895,,,
15,200,250,8,20,2,75.25,6.78876881086281,355.09108878824,5.09852343830881,6.708917,348.31558,4.9424105,,1.17623405786095,1.90810442789809,3.06192450025477,,,
15,200,250,8,20,2,100,5.50540262803016,566.28970441596,4.96189858248428,5.573854,545.67126,4.840686,,1.24334906263399,3.64097108868063,2.44286698869997,,,
20,250,100,16,20,2,1,5.30850282461748,5.38227602528169,4.54734757710086,5.3829684,5.3254743,4.5624723,,1.40276039860422,1.0553476821865,0.332605384626932,,,
20,250,100,16,20,2,25.75,22.9402029205374,31.5927551152605,4.47948054377185,23.55038,30.479887,4.4366407,,2.65985911971309,3.52254214993405,0.956357402454038,,,
20,250,100,16,20,2,50.5,14.4477279185569,97.6115726617326,4.4445686417378,14.472892,95.33453,4.348449,,0.174173278905525,2.33275891335504,2.16263150568012,,,
20,250,100,16,20,2,75.25,10.4075119276047,199.727782300627,4.39641847732918,10.229688,199.57187,4.317927,,1.70861132652698,0.078062400148391,1.78535045592074,,,
20,250,100,16,20,2,100,8.20882014708572,331.97292555586,4.33714096650315,8.189563,330.73004,4.3107653,,0.234590924647772,0.374393650861414,0.608134868265899,,,
15,250,100,8,20,6,1,2.76581210252193,6.99477836938033,3.07905015094564,2.7194316,7.282224,3.1518264,,1.67692167084088,4.10943157081237,2.36359414386313,,,
15,250,100,8,20,6,25.75,37.3013603662839,13.1566358490538,3.03327945332942,35.496628,13.997691,3.071047,,4.83824811900203,6.39263076515633,1.24510607254222,,,
15,250,100,8,20,6,50.5,38.7869790506447,24.7618364644154,3.02689642321334,36.82523,26.37283,3.0607717,,5.0577515925724,6.50595337667995,1.11914225167632,,,
15,250,100,8,20,6,75.25,33.5939062667481,42.5336939558576,3.0220888974154,32.976906,43.657333,3.044953,,1.83664341338839,2.64176218813381,0.756566181893403,,,
15,250,100,8,20,6,100,28.5366707151178,66.4313557705835,3.01714756465609,29.014603,65.77343,3.037296,,1.67480043363646,0.990384379412027,0.667797477986686,,,
20,200,350,12,20,6,1,7.89708843785095,7.2330517191607,9.09093816419721,7.5236163,7.3302054,8.777339,,4.72923838690838,1.34319073900627,3.44957977420038,,,
20,200,350,12,20,6,25.75,4.51646158088004,297.319531246673,8.29974325275334,4.9100437,251.51137,7.6328373,,8.71439094680111,15.4070474464283,8.03526003689453,,,
20,200,350,12,20,6,50.5,2.76485189103786,826.485727948929,7.20171587983817,2.9799118,721.2554,6.7736263,,7.77835187697564,12.7322619605394,5.94427198991069,,,
20,200,350,12,20,6,75.25,2.17932357772163,1359.34189324899,6.26561991737351,2.3411734,1223.5687,6.058644,,7.42660814267772,9.98815632206226,3.30335896691723,,,
20,200,350,12,20,6,100,1.90125881948232,1828.14224523755,5.53186225950469,2.0474188,1688.3397,5.501568,,7.6875372789843,7.64724657513639,0.547632209255382,,,
15,250,100,12,20,4,1,3.42313197685016,7.04478072534981,3.83805553900932,3.424972,7.1530786,3.8991516,,0.0537526207661151,1.53727814778525,1.59184931978473,,,
15,250,100,12,20,4,25.75,29.4630698212853,20.7609563395654,3.78066544885119,27.81802,21.894646,3.7644997,,5.58342980301682,5.4606812995125,0.427590038576466,,,
15,250,100,12,20,4,50.5,22.7001308859425,52.6452600204254,3.76631283152971,22.275564,52.942898,3.7167647,,1.87032792046773,0.565365199942264,1.31556070209881,,,
15,250,100,12,20,4,75.25,17.2755229346074,102.617082101261,3.74942344975122,17.14009,101.87775,3.6932273,,0.78395852397668,0.720476636171975,1.49879442811263,,,
15,250,100,12,20,4,100,13.8342509442891,169.350115503181,3.72873292888286,14.018041,165.61746,3.6949904,,1.32851468757527,2.20410567308464,0.90493284250769,,,
20,250,250,8,20,6,1,6.00779241881506,5.38248136767828,5.14656645860829,5.499724,5.480468,4.7970986,,8.45682379477533,1.82047322839106,6.79031081049697,,,
20,250,250,8,20,6,25.75,16.6332187718133,49.291528081807,5.06747342526724,19.308811,39.867157,4.757883,,16.0858356094057,19.1196569645108,6.10936455480106,,,
20,250,250,8,20,6,50.5,9.86213524149809,160.401980672772,4.98550819026269,11.807452,125.57065,4.672755,,19.7251073004593,21.7150252925054,6.27324594258084,,,
20,250,250,8,20,6,75.25,7.12512417757671,323.50044687361,4.87507105489962,8.528037,256.12527,4.619712,,19.6896613653185,20.8269192592285,5.23805811287561,,,
20,250,250,8,20,6,100,5.71699282502181,522.116367419751,4.75067243831626,6.8993125,416.44363,4.5727987,,20.6807969008371,20.2393075593427,3.74418023186845,,,
15,250,250,8,15,4,1,4.82060554967529,7.13443205447704,5.47370180476682,4.631984,7.279348,5.3663588,,3.91281858122565,2.03121908536533,1.96106782202382,,,
15,250,250,8,15,4,25.75,13.9233197885391,62.4329830774231,5.37278896586653,14.82106,57.22066,5.241737,,6.4477454019254,8.34866895749527,2.43917947827668,,,
15,250,250,8,15,4,50.5,8.41041526366897,197.983526290329,5.24777550838273,8.710007,185.77228,5.0995073,,3.56215153400565,6.16780927137446,2.82535348827115,,,
15,250,250,8,15,4,75.25,6.23170921562327,386.393042471203,5.09272358903944,6.3013964,374.31863,4.988749,,1.11826758864197,3.12490421514329,2.04163032258836,,,
15,250,250,8,15,4,100,5.11895584284487,605.556594200275,4.93351272405205,5.1471295,595.9642,4.8820844,,0.550378983919356,1.58406238032022,1.04242812228545,,,
15,200,350,16,20,2,1,7.2619523010327,10.2374707541786,11.8322189566989,6.985902,10.439219,11.6067505,,3.80132352278661,1.97068446558494,1.90554669013499,,,
15,200,350,16,20,2,25.75,2.75834735445364,563.406784114966,9.60536617628637,2.981101,491.40378,9.05437,,8.07561981585462,12.7799320393475,5.73633702426321,,,
15,200,350,16,20,2,50.5,1.82836870644601,1277.81690080359,7.363107835985,1.8987963,1208.3495,7.231019,,3.85193606222279,5.4364127411293,1.7939277670151,,,
15,200,350,16,20,2,75.25,1.56430039462621,1804.43916773077,5.97002332185601,1.5701864,1817.7632,6.0367327,,0.376270784947069,0.738402962400016,1.11740565400758,,,
15,200,350,16,20,2,100,1.47864080865485,2175.28521117222,5.11916381015737,1.4357908,2299.3762,5.2543755,,2.89793223641863,5.70458476849157,2.64128468743948,,,
20,200,250,8,15,4,1,5.17713951584469,6.75877080738612,5.56900643778133,5.1498833,6.763006,5.5431585,,0.52647250013781,0.0626621723768417,0.464139125535439,,,
20,200,250,8,15,4,25.75,13.6643008453041,64.1746063007537,5.41992811589872,13.47504,63.944088,5.3256626,,1.38507522226533,0.359204853822355,1.73923922758685,,,
20,200,250,8,15,4,50.5,8.39443644266296,199.97461840421,5.29048120088418,8.105955,203.18666,5.190726,,3.43657903223632,1.60622464061788,1.88556006715436,,,
20,200,250,8,15,4,75.25,6.25571430611831,388.061852372123,5.13442112222775,5.9808645,400.92596,5.0715623,,4.3935798962158,3.31496320734491,1.22426308110225,,,
20,200,250,8,15,4,100,5.1522731642072,606.719632961217,4.97516009838475,4.946126,628.7602,4.9496026,,4.00109151120525,3.63274333668907,0.513702029268306,,,
15,200,150,8,15,2,1,2.99800154015615,8.85764167466114,4.22639506627978,2.9803705,8.919891,4.2310677,,0.588093098685728,0.702775384524017,0.110558375327952,,,
15,200,150,8,15,2,25.75,22.465171884329,29.5650360377944,4.10516915198518,20.64284,31.165806,3.9764073,,8.111809220566,5.41440220184159,3.13657847504075,,,
15,200,150,8,15,2,50.5,17.679770919365,73.1570854255394,4.07625910485473,16.676937,74.76872,3.929752,,5.67221104808874,2.20297810538249,3.59415584451545,,,
15,200,150,8,15,2,75.25,13.7210277356963,139.398800199094,4.04537983600847,12.869579,143.09,3.8948166,,6.20542973964837,2.64794230340153,3.72185658978884,,,
15,200,150,8,15,2,100,11.1755372295421,225.438584285877,4.00974532580353,10.618442,229.75888,3.8828707,,4.98495256290176,1.9163958679959,3.16415671057874,,,
15,200,100,16,20,2,1,3.3882051202778,8.90951622860871,4.8044530010083,3.215446,9.607279,4.916565,,5.09883888799611,7.83165722456123,2.33350183607108,,,
15,200,100,16,20,2,25.75,18.7068711197559,40.3151371549516,4.66135515951712,17.220177,43.28095,4.6065683,,7.94731577631834,7.35657386864211,1.17534188325601,,,
15,200,100,16,20,2,50.5,13.1384077902077,111.458134643714,4.61512280066693,12.086432,118.57737,4.5167766,,8.00687424995102,6.38736273403756,2.13095522946253,,,
15,200,100,16,20,2,75.25,9.81272419312599,219.707292432011,4.55981992236451,9.120782,232.37819,4.4827127,,7.05147907459489,5.76717205320348,1.69101463823873,,,
15,200,100,16,20,2,100,7.86888717427536,358.879546201789,4.4945079926103,7.6027794,369.04257,4.4654875,,3.38177137861766,2.83187601683395,0.645687863010024,,,
