tCu,wCu,tLam,nLam,aln,tsu,freq,real_Q,real_R,real_L,pre_Q,pre_R,pre_L,,er_Q,err_R,err_L,,total,
20,250,100,16,20,4,25.75,23.0934987743686,31.196845669689,4.45290385672834,21.654333,32.82526,4.393352,,6.23190876544842,5.21980442366702,1.33737126702965,,,
20,250,100,16,20,4,50.5,14.5553540798967,96.324510050176,4.41863712293316,13.317187,101.836655,4.274107,,8.50660913571872,5.72247390301044,3.27092084984835,,,
20,250,100,16,20,4,75.25,10.4858013137079,197.104588910173,4.37131383295087,9.880688,203.22609,4.2469797,,5.77078752118683,3.10571211135869,2.84431952731561,,,
20,250,100,16,20,4,100,8.27019828873713,327.676180258012,4.31301458216291,8.098197,329.37955,4.2452655,,2.07977224646925,0.519833251427303,1.57080577568867,,,
20,250,100,12,15,6,1,4.8242407860957,5.31408783164275,4.08016603123449,4.7400036,5.2071476,3.9282465,,1.74612316902769,2.01239112018387,3.72336640400207,,,
20,250,100,12,15,6,25.75,27.747454483315,23.5016786391448,4.03055571981208,29.43614,21.192049,3.8556426,,6.08591147595336,9.82750923713951,4.33967750283911,,,
20,250,100,12,15,6,50.5,18.5532535111068,68.5371588672331,4.00751290544702,19.859581,59.987213,3.7545466,,7.04096178123785,12.4749055965329,6.31230170471036,,,
20,250,100,12,15,6,75.25,13.6023132938714,138.217657087354,3.97639874320055,15.07177,117.245705,3.7374432,,10.8029911852616,15.1731352775714,6.00934560723199,,,
20,250,100,12,15,6,100,10.8187630669765,228.721835042095,3.93826892028316,12.52291,188.86006,3.7641358,,15.7517723835296,17.4280584250991,4.42156500248946,,,
10,250,350,8,20,4,1,3.95558930833978,10.7087867341047,6.74173372895951,3.74688,11.085347,6.610575,,5.27631389587759,3.51636721549467,1.94547477299659,,,
10,250,350,8,20,4,25.75,8.67290730058508,121.831829400577,6.53082983827971,8.996722,113.78651,6.3272953,,3.73363496451847,6.60362685199809,3.11651877816071,,,
10,250,350,8,20,4,50.5,5.19972405180519,379.270599372027,6.21524464210299,5.3861623,344.51508,5.8481207,,3.58554120059667,9.16377895612606,5.9068301127849,,,
10,250,350,8,20,4,75.25,3.90492654406404,709.70949125661,5.86147759661022,4.0941505,653.4914,5.6587076,,4.84577504341542,7.9212821512462,3.45936657213337,,,
10,250,350,8,20,4,100,3.24364563587445,1070.0029831361,5.52380733169875,3.4996853,978.0399,5.447608,,7.89357694606873,8.59465670521432,1.37947120750347,,,
15,200,100,12,15,4,1,3.0717685733883,8.82670237606711,4.31526139050411,2.7502415,9.2281065,4.039276,,10.4671646221591,4.54761140492586,6.3955660046788,,,
15,200,100,12,15,4,25.75,21.7075200469846,31.3358147195301,4.20430389109536,25.312714,26.565763,4.156272,,16.6080415690608,15.2223638103054,1.14244574939242,,,
15,200,100,12,15,4,50.5,16.4801107437881,80.3259509209284,4.17200437171383,18.292494,69.52532,4.008156,,10.9973973135772,13.4460044320675,3.92732981836552,,,
15,200,100,12,15,4,75.25,12.6414771333025,154.67662012799,4.13557712480813,13.984999,134.01517,3.9639657,,10.6278866981308,13.3578365695431,4.14963666808877,,,
15,200,100,12,15,4,100,10.2646872935008,250.553067065384,4.0932246275069,11.6577215,214.50587,3.9799073,,13.5711314594183,14.3870508102689,2.76841214003736,,,
10,250,100,12,20,2,1,2.33885595323254,10.5145697178918,3.913948543308,2.1317317,11.233115,3.811122,,8.85579348938839,6.83380586545077,2.62718178765561,,,
10,250,100,12,20,2,25.75,24.514999762334,25.3602312416438,3.84262497299533,22.687263,28.887709,4.0507774,,7.45558547849639,13.9094857800972,5.41693317634418,,,
10,250,100,12,20,2,50.5,20.6853988285995,58.6898564651937,3.82609456457157,18.788002,65.99207,3.9075198,,9.17263836352129,12.4420367924003,2.12815533056612,,,
10,250,100,12,20,2,75.25,16.2756491149904,110.615656375026,3.80775104918521,14.603239,125.09857,3.8638048,,10.2755355757213,13.0930051853345,1.47209599815578,,,
10,250,100,12,20,2,100,13.2308228195594,179.780898658085,3.78573780685457,12.180938,200.33894,3.8838828,,7.93514382194986,11.4350531649156,2.59249314539759,,,
20,200,250,12,20,2,1,6.46005387307443,6.9720390950887,7.16829855519125,6.778904,6.4681015,6.97841,,4.93571931736577,7.22798005311943,2.64900455427786,,,
20,200,250,12,20,2,25.75,7.97068278501311,139.345459432234,6.86485305808935,8.250536,125.59766,6.404817,,3.51103189695474,9.8659830670118,6.70132418271148,,,
20,200,250,12,20,2,50.5,4.68528562703648,438.281032161259,6.4716869454747,4.8158555,402.2557,6.1052628,,2.78680710968964,8.21968771580424,5.66195720778677,,,
20,200,250,12,20,2,75.25,3.51249268164219,812.910024952785,6.03909045755387,3.5769565,763.3279,5.774819,,1.8352726738685,6.09933737201294,4.37601422617063,,,
20,200,250,12,20,2,100,2.92432500626418,1210.20796873921,5.63255936717369,3.004409,1129.6107,5.4014163,,2.73854628210861,6.65978664999008,4.10369517844378,,,
10,250,100,16,15,6,1,3.00502712250966,10.5254893674765,5.03397233737673,3.009447,10.605583,5.079739,,0.147082781956692,0.760949251167241,0.90915602144765,,,
10,250,100,16,15,6,25.75,15.7727853668592,50.8214002688613,4.95447816437535,17.389753,47.804543,5.1381373,,10.2516302322751,5.93619469928252,3.70693198216579,,,
10,250,100,16,15,6,50.5,10.2720290668758,150.655293621806,4.87718679632628,10.998186,139.55609,4.837251,,7.06926478105321,7.36728418562485,0.818828517217362,,,
10,250,100,16,15,6,75.25,7.64046825983982,295.562116269208,4.77619853204914,8.111561,277.34686,4.7581825,,6.16575743971556,6.16291982854018,0.377204421638858,,,
10,250,100,16,15,6,100,6.2313082917593,470.412305293833,4.66528353886617,6.6769614,445.7293,4.736638,,7.15183854456474,5.24710025993374,1.52947748061572,,,
20,200,100,12,20,2,1,3.74555734447515,6.68875393593467,3.9873265239368,3.6638017,6.6492066,3.8772337,,2.18273642494735,0.591251170449042,2.76106868288535,,,
20,200,100,12,20,2,25.75,26.9605185864235,23.2781965307429,3.8790061696915,29.960896,21.351595,3.953922,,11.1287822745643,8.27642093406372,1.93131505935342,,,
20,200,100,12,20,2,50.5,21.3196157779281,57.4250436500807,3.85841965357046,20.48752,59.593487,3.8478386,,3.9029586020474,3.77612834416409,0.274232834177807,,,
20,200,100,12,20,2,75.25,16.5159395173347,109.877638060103,3.8381878504934,15.208185,118.97587,3.826923,,7.91813578611205,8.28033083030077,0.293493985500272,,,
20,200,100,12,20,2,100,13.3647260448589,179.356477442701,3.81502385844578,12.476675,194.21516,3.8565774,,6.64473811044195,8.28444155971223,1.08920790789363,,,
15,200,350,16,20,4,1,7.23644504963033,10.1389868813611,11.6772334156777,7.5142865,10.096502,12.074771,,3.83947433393229,0.419024916968805,3.4043815874107,,,
15,200,350,16,20,4,25.75,2.76936857582085,555.731057084642,9.51236105655017,2.724621,548.3312,9.234046,,1.61580427435835,1.33155363377774,2.92582519624319,,,
15,200,350,16,20,4,50.5,1.83181679689907,1264.05022964959,7.29751711766414,1.8047054,1245.514,7.084085,,1.48002774867905,1.46641559131147,2.92472239835536,,,
15,200,350,16,20,4,75.25,1.56535003720262,1787.05891584069,5.91648769839607,1.5235628,1767.7609,5.696358,,2.66951392401001,1.0798757483388,3.72061448645868,,,
15,200,350,16,20,4,100,1.47855749600697,2155.34892027755,5.07196134888056,1.4557137,2130.881,4.9369097,,1.54500559286078,1.13521852760618,2.66271052933728,,,
10,200,100,8,20,2,1,1.611671179887,13.0977278294693,3.35963837333252,1.4003323,14.379601,3.2047787,,13.1130271810046,9.78698891304294,4.60941494661255,,,
10,200,100,8,20,2,25.75,21.7517599885899,24.1546702815461,3.24741965133637,19.300842,28.709902,3.4249249,,11.2676766839812,18.8585961445893,5.46603973990807,,,
10,200,100,8,20,2,50.5,25.8717217124315,39.6141062905831,3.23001059705942,24.442162,43.113056,3.321064,,5.52556852737246,8.83258525069554,2.81898155453341,,,
10,200,100,8,20,2,75.25,24.7541725339479,61.4989778450706,3.21980772894695,23.839703,66.02339,3.3289874,,3.694203604236,7.35689000608659,3.39087548835586,,,
10,200,100,8,20,2,100,22.4188753036466,90.0006339783408,3.21128996164412,22.03615,95.97661,3.3660545,,1.70715657437262,6.63992658440311,4.8193884764191,,,
15,200,150,12,15,2,1,3.85042067776802,8.95232698806887,5.4861066901231,3.4786415,9.159797,5.071257,,9.65554698775225,2.31749814553951,7.56182323012372,,,
15,200,150,12,15,2,25.75,14.0759468941094,61.1485906000183,5.31994288163939,15.272236,55.04083,5.1955404,,8.49881798283305,9.98839145773619,2.33841761851877,,,
15,200,150,12,15,2,50.5,9.02786837574213,183.107627824102,5.20979228655248,9.489722,162.92981,4.872845,,5.11586572860178,11.0196489703233,6.46757621071014,,,
15,200,150,12,15,2,75.25,6.75869502449169,355.078413010926,5.07575612751155,7.149047,318.07178,4.8093543,,5.77555244161454,10.4221016133096,5.24851511418372,,,
15,200,150,12,15,2,100,5.55770490275096,557.947195719341,4.93524496497379,5.9950724,501.45007,4.784561,,7.86957035146919,10.1258911511333,3.05322159372468,,,
10,250,150,16,20,6,1,3.54081827648826,10.610991474641,5.97970467338249,3.788241,10.152514,6.121126,,6.98772724809619,4.32077884273781,2.36502192569844,,,
10,250,150,16,20,6,25.75,11.3329140109625,83.5141966620122,5.84985093674695,10.939189,85.854935,5.804881,,3.47417275540646,2.80280291440859,0.768736455564416,,,
10,250,150,16,20,6,50.5,6.83567640250604,263.890934889536,5.68505565272757,6.3968024,274.91583,5.542317,,6.42034491780716,4.17782259746019,2.51076966430552,,,
10,250,150,16,20,6,75.25,4.99910460632843,517.553191978556,5.47218590666457,4.7018185,546.69995,5.4366126,,5.94678706967028,5.63164491557258,0.65007489276351,,,
10,250,150,16,20,6,100,4.05543879913909,812.419326151811,5.24370473791649,3.9071894,850.41724,5.288307,,3.65556987743375,4.67713071624894,0.850586833408013,,,
20,200,150,12,20,6,1,4.65282151392866,6.69401723976487,4.95705058900582,4.7097917,6.488666,4.863817,,1.22442234031103,3.06768316258598,1.8808278699556,,,
