"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,7.61600316251665,0.0165719517081381,20.0872695054902
25.75,1.39402709734187,1.08711656453804,9.36677799923356
50.5,1.26189409956281,1.5928459362053,6.33469099642476
75.25,1.32970958710175,1.88441791683209,5.29965565423063
100,1.41145605569604,2.12839274934411,4.78122590388757
