"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,6.04982751167355,0.00930564412647496,8.96003206938084
25.75,4.52475952018915,0.29346510747971,8.20719727270374
50.5,2.78239359792631,0.813496129788061,7.13350237259826
75.25,2.19473417051231,1.3387890167249,6.21452148111576
100,1.91532882070357,1.80169723616806,5.49218664404422
