tCu,wCu,tLamCore,Nlam,AlN,tSu,freq,Q,R,L
15,200,100,4,20,2,1.0,1.79268594068347,8.72349411103114,2.48894222944707
15,200,100,4,20,2,25.75,27.7884284229444,14.0635064923132,2.41546362748851
15,200,100,4,20,2,50.5,40.6752833793237,18.760520927379,2.40493993569549
15,200,100,4,20,2,75.25,46.8298538476178,24.2306735108628,2.39994846270313
15,200,100,4,20,2,100.0,49.026224376974,30.7166285673612,2.39674663506559
15,200,100,24,20,2,1.0,4.34397648812109,9.04169162104922,6.25111211821159
15,200,100,24,20,2,25.75,11.0726087773019,88.2083965293202,6.03674430680847
15,200,100,24,20,2,50.5,6.68096938972689,278.344213757884,5.86071271149968
15,200,100,24,20,2,75.25,4.87350540321447,546.744543056163,5.63559190202171
15,200,100,24,20,2,100.0,3.94203213859314,859.285336283673,5.39110378931759
15,250,500,8,15,6,1.0,7.47405920852676,7.6493249781807,9.09912806914316
15,250,500,8,15,6,25.75,4.51605967073471,294.716323852116,8.22634200871611
15,250,500,8,15,6,50.5,2.91062213613244,785.6070350271141,7.20642623147495
15,250,500,8,15,6,75.25,2.30373322425683,1306.8109063490501,6.36734766367064
15,250,500,8,15,6,100.0,1.9891455660893,1792.35125812963,5.67426772199324
30,250,150,12,15,6,1.0,8.70592617672567,3.64943925937814,5.05663086878657
30,250,150,12,15,6,25.75,16.9598526886064,47.5334774338271,4.98269795249636
30,250,150,12,15,6,50.5,9.86325588292191,157.379810120974,4.89213091874887
30,250,150,12,15,6,75.25,7.18751342073589,314.114735966454,4.77507950305612
30,250,150,12,15,6,100.0,5.83921222399274,500.380297692188,4.65023170268538
20,200,100,20,20,2,1.0,5.03030915952882,6.79594600179742,5.44082463737652
20,200,100,20,20,2,25.75,15.2156932508664,56.2477350374071,5.28980523022572
20,200,100,20,20,2,50.5,9.37273457781073,176.0828009353,5.20130127356503
20,200,100,20,20,2,75.25,6.79483989274062,353.84037681141,5.0851087375614
20,200,100,20,20,2,100.0,5.42858876534918,573.026380232044,4.95087191909151
15,250,150,8,25,4,1.0,3.41799714866283,7.04301496311872,3.83133775068228
15,250,150,8,25,4,25.75,29.4998473722261,20.703133739034,3.7748417948087
15,250,150,8,25,4,50.5,22.7210178078591,52.5148301333988,3.76043858850953
15,250,150,8,25,4,75.25,17.2936015699536,102.344501772068,3.74337721416142
15,250,150,8,25,4,100.0,13.8550005816174,168.812245889819,3.72246504064588
15,250,500,12,20,6,1.0,8.90281450750637,8.5831150259242,12.1616468775923
15,250,500,12,20,6,25.75,2.5150583570586,613.151032602414,9.53143803300569
15,250,500,12,20,6,50.5,1.70688397480384,1323.44950955768,7.11934652012989
15,250,500,12,20,6,75.25,1.48884145308943,1816.2876415202002,5.7193504356115
15,250,500,12,20,6,100.0,1.43109549978738,2152.2141212575702,4.90201035451098
15,200,150,8,25,2,1.0,2.87504328670431,8.85102125291609,4.05002685574084
15,200,150,8,25,2,25.75,23.9128528957581,26.5822553404283,3.92885604043843
15,200,150,8,25,2,50.5,20.036866640732,61.8503548289786,3.90571686175872
15,200,150,8,25,2,75.25,15.880500601055,115.636309537879,3.88393576740288
15,200,150,8,25,2,100.0,12.9930618441556,186.6365805293,3.85947654675722
15,200,150,16,10,4,1.0,2.09280997953963,8.75034420121149,2.91457386236511
15,200,150,16,10,4,25.75,23.8587191747324,19.1439231248311,2.82306556931594
15,200,150,16,10,4,50.5,24.9487841004942,35.6741461420301,2.80499263582745
15,200,150,16,10,4,75.25,22.3207837645116,59.1192220852109,2.79094821492957
15,200,150,16,10,4,100.0,19.671264247222,88.7112599458579,2.77735344540124
15,200,250,8,30,2,1.0,3.86659037356794,8.96465376078642,5.51673112270277
15,200,250,8,30,2,25.75,14.2951235816367,60.5257797848287,5.34775134782581
15,200,250,8,30,2,50.5,9.11207316543682,182.816185211272,5.25001560318874
15,200,250,8,30,2,75.25,6.70855240976043,361.267119417539,5.12590886654584
15,200,250,8,30,2,100.0,5.41985657510882,578.1540631102,4.98713940012741
15,200,250,24,20,2,1.0,7.44366348131069,10.4631879748563,12.3956952435465
15,200,250,24,20,2,25.75,2.48250826839604,632.8748125271289,9.71071959444981
15,200,250,24,20,2,50.5,1.67742899999538,1357.56821773424,7.17686145623105
15,200,250,24,20,2,75.25,1.47792490979737,1840.46302201485,5.75298302512243
15,200,250,24,20,2,100.0,1.43355318176398,2166.60130431466,4.94325416419792
15,150,250,16,20,2,1.0,4.7958066786037,12.3059446302945,9.39283636550669
15,150,250,16,20,2,25.75,4.72861334560977,293.757108782147,8.58549000565149
15,150,250,16,20,2,50.5,2.91376979056585,821.393410585442,7.54284536425332
15,150,250,16,20,2,75.25,2.29385455949507,1364.96037630219,6.62215817489573
15,150,250,16,20,2,100.0,1.99808474570048,1852.13327251948,5.88987759854354
20,250,50,12,20,6,1.0,3.26149367784325,5.26280853483081,2.73183360427661
20,250,50,12,20,6,25.75,46.5459909381534,9.35169952027774,2.69039299133212
20,250,50,12,20,6,50.5,53.4983321535344,15.9284739466519,2.6856113634056
20,250,50,12,20,6,75.25,49.4343378133973,25.6578513279335,2.68264146278506
20,250,50,12,20,6,100.0,43.6677320098015,38.5618162905485,2.68002132240589
20,250,350,12,25,6,1.0,9.52300492763998,5.8886932618505,8.92509964426562
20,250,350,12,25,6,25.75,4.56328346642634,291.039092297688,8.20864875993541
20,250,350,12,25,6,50.5,2.74719603797772,822.12048020025,7.11793261478354
20,250,350,12,25,6,75.25,2.15432273611188,1355.0059754705699,6.1739854645801
20,250,350,12,25,6,100.0,1.87748855253197,1819.60648386869,5.43719495217296
15,200,100,12,20,8,1.0,2.81696490177404,8.76554846310089,3.9298924284693
15,200,100,12,20,8,25.75,24.8120616747783,25.0468902344359,3.84113492669431
15,200,100,12,20,8,50.5,20.8381620670652,58.1759406557996,3.82060006828439
15,200,100,12,20,8,75.25,16.490859956876,108.978534221802,3.80100020700717
15,200,100,12,20,8,100.0,13.4674410086845,176.295833662138,3.77874218862956
15,200,400,16,20,4,1.0,7.67695180601382,10.703397117168299,13.0776763396165
15,200,400,16,20,4,25.75,2.2652880941488,697.035525094619,9.7593580943998
15,200,400,16,20,4,50.5,1.58815962553642,1411.0510030513299,7.06261636560094
15,200,400,16,20,4,75.25,1.43163270787629,1865.71610818999,5.64925008080098
15,200,400,16,20,4,100.0,1.41060804415853,2169.8468962606003,4.87142004702637
10,100,100,12,15,2,1.0,1.28908540295229,26.0409121970045,5.34266588546459
10,100,100,12,15,2,25.75,12.623111319969,66.0976990386627,5.15698242965817
10,100,100,12,15,2,50.5,11.9088657273553,135.384798994059,5.08123237624955
10,100,100,12,15,2,75.25,10.1147246004605,234.655807192534,5.01994543245898
10,100,100,12,15,2,100.0,8.65117879787893,360.072623705025,4.95776026903756
25,250,250,8,15,6,1.0,7.68180766747923,4.35666299781185,5.3264459959461
25,250,250,8,15,6,25.75,14.9270407152295,56.7779151185098,5.23836862908819
25,250,250,8,15,6,50.5,8.72420204629852,186.253673283145,5.12105352555668
25,250,250,8,15,6,75.25,6.41099906981591,366.869536740728,4.97451783840031
25,250,250,8,15,6,100.0,5.24609106646016,577.694688330328,4.82341168599342
15,250,50,12,20,4,1.0,2.48703505210699,6.99140827571649,2.76736664529522
15,250,50,12,20,4,25.75,38.5688976314717,11.4147898191687,2.72112218824861
