"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,9.12092118026846,0.00794763678360266,11.537105007839
25.75,2.79910401881054,0.545045137932994,9.42962465249769
50.5,1.84480474212614,1.246186669351,7.24539823684323
75.25,1.57493870420656,1.76480163360315,5.87859012015377
100,1.48720454683248,2.13002661876352,5.0416868474014
