"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,5.00122335059645,6.77899205688651,5.3958703604792
25.75,14.8841778763278,57.04690599106,5.24807272542828
50.5,9.25894533368547,176.235368726547,5.14260709889526
75.25,6.87375346701923,344.786404677615,5.01253839076943
100,5.63153011530245,543.97808375335,4.87559861909696
