"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,5.30850282461748,5.38227602528169,4.54734757710086
25.75,22.9402029205374,31.5927551152605,4.47948054377185
50.5,14.4477279185569,97.6115726617326,4.4445686417378
75.25,10.4075119276047,199.727782300627,4.39641847732918
100,8.20882014708572,331.97292555586,4.33714096650315
