"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,6.4355381996953,0.0122063059608971,12.502281000492
25.75,2.62066501825423,0.597920530473122,9.68496098776131
50.5,1.79118804267494,1.31916322472145,7.44677908927675
75.25,1.5306587334359,1.85990426251209,6.02119359373679
100,1.44751319887118,2.23433680474856,5.14744012388359
