"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,6.04642231995448,0.00733893796669725,7.06239210801161
25.75,8.02733611244401,0.137369402648209,6.81560410278445
50.5,4.67498933771512,0.436257170984881,6.42764610102406
75.25,3.49222386348346,0.81178234843953,5.99591278047079
100,2.90138296664004,1.2102925915323,5.58876133369797
