"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,4.9326165578451,0.00907849060948585,7.12707184513909
25.75,7.79334400631366,0.141149904315853,6.79903588264831
50.5,4.83941544076794,0.419055082210615,6.39135251031058
75.25,3.75121359439685,0.756041250506951,5.99833770463152
100,3.16865874008505,1.12002488227414,5.64837173953055
