"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,2.33885595323254,10.5145697178918,3.913948543308
25.75,24.514999762334,25.3602312416438,3.84262497299533
50.5,20.6853988285995,58.6898564651937,3.82609456457157
75.25,16.2756491149904,110.615656375026,3.80775104918521
100,13.2308228195594,179.780898658085,3.78573780685457
