"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,3.75595512232777,8.8980986984205,5.31909497355132
25.75,15.9353800994975,52.2123530011063,5.14255080334482
50.5,10.8236698402012,148.572877013769,5.06807254817496
75.25,8.07864031936225,291.455606642075,4.97994233871155
100,6.52685774449347,469.761331777158,4.87979462084274
