"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,4.99776586367459,6.72140764624991,5.34633630045651
25.75,15.3459949561285,55.0239881277865,5.21903265446683
50.5,9.43175281722513,172.597603752428,5.13045551037805
75.25,6.85362353512697,345.926968961012,5.01439214161872
100,5.49446045801481,558.287716271329,4.8820616156953
