"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,7.4436634811034,0.010463187974835,12.395695243176
25.75,2.48250826840887,0.632874812529593,9.7107195945378
50.5,1.67742900003812,1.35756821769695,7.17686145621681
75.25,1.47792490980041,1.84046302199504,5.75298302507236
100,1.43355318177373,2.16660130430149,4.94325416420149
