"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [mOhm]","Matrix1.L(Winding,Winding) [nH]"
1,3.69447051473011,8.93301966833127,5.25255521820163
25.75,15.3956584328809,53.5754779985924,5.09808673618435
50.5,10.0835632889179,157.682987931107,5.01103715365939
75.25,7.53929249827618,307.523929662072,4.90369145043488
100,6.1680216284396,487.695341153489,4.78756437262272
