"Freq [MHz]","im(Matrix1.Z(Winding,Winding))/re(Matrix1.Z(Winding,Winding)) []","re(Matrix1.Z(Winding,Winding)) [ohm]","Matrix1.L(Winding,Winding) [nH]"
1,5.12261161653736,0.0144015281188093,11.7414068868864
25.75,2.74637848705492,0.563336591122509,9.56249559747859
50.5,1.82811253018998,1.27352030517989,7.33732156267441
75.25,1.56568008051128,1.79750094856214,5.95231329518744
100,1.48083988394922,2.1663916236549,5.10581649867293
